,Protein,Subgraph,Degree,Information,Betweenness,Network,isoelectric point,negatively charged particle,positively charged particle,absorbance,Pred_Cluster
718,YBL016W,49500000000000.0,30,3.7397115,44055.895,2.079652,6.64325,45,43,0.9347200000000001,230
719,YDL052C,49100000000000.0,12,3.2047052000000003,8079.3145,1.1272726999999998,9.6275,23,40,0.9890399999999999,231
720,YDR316W,49100000000000.0,11,3.140127,34123.65,0.0,9.42499,75,96,0.88346,231
721,YCR076C,48900000000000.0,6,2.6458204,3900.1323,0.0,4.88715,31,22,1.01586,231
722,YER126C,48400000000000.0,22,3.5892177000000003,6914.460999999999,9.39993,10.24237,28,57,0.81,232
723,YPR181C,48000000000000.0,22,3.5892177000000003,30267.826,4.863853,5.3858,81,61,0.8912100000000001,232
724,YPL078C,47400000000000.0,9,2.9841056,4935.465,3.1,9.15887,27,32,0.54095,-1
725,YKL048C,46800000000000.0,9,2.9841056,4552.0845,0.575,8.36261,78,83,0.9788100000000001,233
726,YOR317W,46800000000000.0,9,2.9841056,19304.81,0.0,7.52606,81,82,1.2438799999999999,233
727,YNL229C,46500000000000.0,14,3.3135589999999997,19869.762,1.7799145,6.0090900000000005,36,30,1.22646,234
728,YJL074C,46400000000000.0,23,3.6126745000000002,17151.736,3.2603896,5.634580000000001,209,188,0.3335,234
729,YLR113W,46200000000000.0,26,3.674065,37609.33,1.6052998,5.27423,56,38,0.92309,235
730,YNR053C,46100000000000.0,18,3.4751233999999998,13093.491000000002,3.5529410000000006,9.516169999999999,66,87,1.12646,235
731,YKL011C,45700000000000.0,8,2.8883598,3229.0776,0.85714287,9.3515,39,54,0.9495100000000001,236
732,YBR218C,45600000000000.0,7,2.7769976,455.0042,0.0,6.06085,150,134,0.71586,236
733,YDR510W,45600000000000.0,27,3.6919663000000003,99427.414,1.5315451999999998,4.9173,21,15,0.25697,236
734,YJR083C,45600000000000.0,12,3.2047052000000003,42457.426,0.72727275,8.51678,41,43,0.25169,236
735,YJL199C,45500000000000.0,11,3.140127,36600.215,0.4,6.72235,13,13,1.95935,236
736,YDR239C,45400000000000.0,9,2.9841056,2980.2346,1.5,6.11298,110,100,0.29451,236
737,YDR028C,45200000000000.0,8,2.8883598,1282.7848,3.4285714999999994,4.89459,169,108,0.83067,-1
738,YAL002W,45000000000000.0,8,2.8883598,7028.557,2.7857144,5.57721,149,120,1.0675299999999999,237
739,YLR430W,44900000000000.0,9,2.9841056,13288.766000000001,1.25,8.782169999999999,271,298,0.80099,237
740,YML074C,44500000000000.0,12,3.2047052000000003,6802.774,0.4040404,4.36188,118,60,0.43821000000000004,238
741,YDL100C,44400000000000.0,35,3.80336,152595.45,0.0,4.87469,50,33,0.52893,238
742,YGL105W,44200000000000.0,9,2.9841056,1273.9279,0.75,7.6893899999999995,57,58,0.64883,239
743,YDL028C,44100000000000.0,34,3.7920727999999997,72164.07,4.479991,9.00641,94,105,0.60948,239
744,YCR086W,44000000000000.0,25,3.6550762999999997,43267.285,1.8416667000000002,5.10614,29,23,0.94363,239
745,YOR329C,44000000000000.0,11,3.140127,27464.574,1.2,7.421810000000001,68,68,0.50902,239
746,YDR174W,44000000000000.0,15,3.359922,16667.218999999997,0.48015872,8.43243,40,42,0.7239399999999999,239
747,YML126C,43800000000000.0,8,2.8883598,16248.818000000001,0.5714286,8.35919,56,60,1.17645,240
748,YNR047W,43700000000000.0,11,3.140127,11065.214,0.6666667,7.9699100000000005,108,110,0.55478,240
749,YMR304W,43700000000000.0,24,3.6345142999999998,47324.633,0.45034584,4.92645,202,137,1.1651799999999999,240
750,YFL017W-A,43600000000000.0,33,3.7799404,19477.795,11.147003999999999,5.145569999999999,10,8,0.35134,240
751,YLL021W,43400000000000.0,17,3.4401622000000005,23175.602000000003,1.7825756999999998,5.07404,248,189,0.33960999999999997,241
752,YHR089C,43300000000000.0,22,3.5892177000000003,17281.832,4.733751,11.45856,13,39,0.22555999999999998,241
753,YOL078W,43200000000000.0,11,3.140127,2705.9087,1.2,6.253480000000001,167,154,0.47503999999999996,241
754,YNL207W,43200000000000.0,28,3.7088745000000003,14087.416000000001,5.315281,5.13092,76,57,0.8223,241
755,YBL004W,43000000000000.0,23,3.6126745000000002,32056.77,2.6789534,6.591,312,300,0.90575,242
756,YOR210W,43000000000000.0,16,3.4018607000000003,14170.739,3.0761905,7.65314,11,12,1.26486,242
757,YNL107W,43000000000000.0,20,3.5367074,10550.082,10.053395,5.25555,36,27,0.887,242
758,YOL012C,43000000000000.0,20,3.5367074,16246.942,6.9217725,10.6507,10,27,0.31296999999999997,242
759,YML028W,42900000000000.0,14,3.3135593,11374.434,0.30769232,5.0282599999999995,26,20,1.1209200000000001,242
760,YOR260W,42700000000000.0,12,3.2047052000000003,2964.8562,4.909091,4.78253,88,59,0.70298,242
761,YDL208W,42000000000000.0,20,3.5367074,15556.593,2.4330096,9.72748,20,33,0.26837,243
762,YCL024W,42000000000000.0,11,3.140127,1495.8536,2.8,8.76532,139,148,0.60744,243
763,YGL127C,41800000000000.0,71,4.015415,278870.25,4.26428,4.44501,13,7,2.22547,243
764,YDR146C,41500000000000.0,19,3.5070434,31326.066000000003,1.2366947,8.86139,86,96,0.52555,-1
765,YNL147W,41200000000000.0,22,3.5892177000000003,15140.421,8.038722,9.30035,15,19,0.45825,244
766,YLR106C,41100000000000.0,12,3.2047052000000003,8164.385,2.1558442,4.895569999999999,797,564,0.8948799999999999,244
767,YNL298W,41000000000000.0,22,3.5892177000000003,19581.662,3.0915766,9.1767,76,94,0.93709,244
768,YKL018W,40900000000000.0,17,3.4401622000000005,7285.5767,6.2662697,5.532780000000001,35,28,1.03336,244
769,YDR439W,40800000000000.0,9,2.9841056,10828.171,2.2916667,9.544130000000001,46,59,0.23035,244
770,YIL143C,40500000000000.0,12,3.2047052000000003,17873.158,0.9383117,5.7247900000000005,118,101,0.84372,245
771,YOL090W,40300000000000.0,20,3.5367074,12167.625,3.0799577,5.74176,136,114,0.7379899999999999,245
772,YER172C,40000000000000.0,27,3.6919663000000003,36999.375,9.428136,5.34161,304,242,1.03488,246
773,YOL145C,40000000000000.0,20,3.5367074,21428.676,4.22968,5.94635,173,157,0.94986,246
774,YNL127W,39800000000000.0,15,3.359922,19301.63,0.48214287,5.426819999999999,144,115,1.01788,-1
775,YLR197W,39600000000000.0,16,3.4018607000000003,4272.0674,2.9333334,8.95477,79,89,0.59529,247
776,YNL002C,39500000000000.0,16,3.4018607000000003,1292.1565,6.9333334,9.4704,47,58,0.16985999999999998,247
777,YOR206W,39200000000000.0,17,3.4401622000000005,6991.3769999999995,5.014423000000001,8.58722,103,109,0.72812,248
778,YGL026C,39100000000000.0,5,2.4890897,3691.1016,0.5,6.0534099999999995,82,72,0.7397699999999999,248
779,YDR335W,39100000000000.0,24,3.6345142999999998,21625.957000000002,4.002721299999999,5.19501,171,137,1.4208399999999999,248
780,YLR335W,39100000000000.0,19,3.5070434,5779.548000000001,5.848123999999999,6.8045,104,104,0.1164,248
781,YJR063W,39000000000000.0,27,3.6919663000000003,78890.35,2.1706703,8.09564,13,15,0.5095,-1
782,YIL079C,38900000000000.0,10,3.0672333,2608.117,0.9206349,9.169369999999999,41,58,1.12442,-1
783,YAR018C,38800000000000.0,19,3.5070434,15761.954,0.81868684,8.582460000000001,56,61,1.31731,-1
784,YFR051C,38700000000000.0,14,3.3135593,3711.8765,7.5337024,5.0563400000000005,77,53,0.57672,-1
785,YNR035C,38500000000000.0,12,3.2047052000000003,4229.7896,4.2045455,6.33405,44,41,0.60039,249
786,YJR110W,38500000000000.0,14,3.3135593,8330.601,1.0601648000000001,7.32135,85,85,1.33523,249
787,YHR064C,38400000000000.0,12,3.2047052000000003,9478.138,0.8151515,4.93695,78,55,0.40576,250
788,YAL005C,38400000000000.0,15,3.359922,5936.7075,1.7023808999999996,4.99786,100,79,0.29825,250
789,YPL139C,38400000000000.0,10,3.0672333,12799.652,2.0,5.125430000000001,61,44,1.14893,250
790,YMR291W,38300000000000.0,9,2.9841056,8396.571,0.51785713,6.506530000000001,73,69,0.7256199999999999,250
791,YFR001W,38100000000000.0,7,2.7769972999999997,434.52722,2.0,10.31281,30,61,0.18949000000000002,251
792,YOL135C,38000000000000.0,33,3.7799404,56208.015999999996,11.012383,6.45563,28,27,0.9236,251
793,YLR354C,37900000000000.0,9,2.9841056,3462.7844,0.25,6.08746,48,46,0.7463,251
794,YDR226W,37900000000000.0,8,2.8883598,9780.373,0.5714286,5.98236,31,28,0.6429699999999999,251
795,YIL113W,37900000000000.0,8,2.8883598,594.3328,0.5714286,7.7445699999999995,24,25,1.10005,251
796,YPL115C,37400000000000.0,15,3.359922,17301.852,1.4642857,6.3779900000000005,130,122,0.41713,252
797,YPR159W,37400000000000.0,11,3.140127,7842.8057,1.0,4.49188,92,46,1.7328599999999998,252
798,YER138C,37300000000000.0,7,2.7769976,2422.4558,0.0,8.1413,193,198,0.96691,-1
799,YDR023W,37200000000000.0,9,2.9841056,3623.7470000000003,0.0,5.79596,75,67,1.22475,-1
800,YHR193C,36900000000000.0,7,2.7769972999999997,23950.55,0.6666667,4.839169999999999,27,20,0.15928,-1
801,YBR280C,36700000000000.0,7,2.7769976,8841.813,2.6666667,5.86188,70,58,1.36386,253
802,YGR002C,36600000000000.0,22,3.5892177000000003,12068.288,10.691838,9.355410000000001,62,77,0.90741,253
803,YIL045W,36600000000000.0,13,3.2621105,16223.823999999999,2.1666667,8.47821,67,70,0.78482,253
804,YDR037W,36500000000000.0,6,2.6458204,3064.2668,1.2,5.77728,96,83,0.61693,-1
805,YDR167W,36400000000000.0,35,3.80336,70215.61,7.043514,4.44196,37,22,0.4531,-1
806,YJR138W,36300000000000.0,17,3.4401622000000005,23389.218999999997,1.25,8.88727,195,216,1.1295600000000001,254
807,YKL010C,36300000000000.0,8,2.8883598,831.8564,0.0,4.783869999999999,240,150,0.6282399999999999,254
808,YER062C,36200000000000.0,8,2.8883598,5472.29,0.2857143,5.802309999999999,36,32,1.4843600000000001,254
809,YLR432W,36000000000000.0,13,3.2621105,6926.3096,0.16666667,7.043760000000001,54,54,0.45498999999999995,255
810,YPR137W,35900000000000.0,11,3.140127,5709.529,1.0666666999999999,5.55438,96,85,1.10018,255
811,YGR252W,35900000000000.0,18,3.4751233999999998,15591.763,5.264239,6.226380000000001,68,64,0.9723200000000001,255
812,YJL194W,35800000000000.0,16,3.4018607000000003,26905.678,5.304762,9.48517,51,69,0.36443000000000003,256
813,YBR079C,35800000000000.0,23,3.6126745000000002,17152.963,5.621478,5.9686900000000005,168,155,0.7188,256
814,YBL076C,35600000000000.0,8,2.8883598,5119.4834,0.0,5.74225,157,139,1.56247,257
815,YPL178W,35500000000000.0,21,3.5638937999999993,17342.209,5.8392158,5.01605,34,27,0.58509,257
816,YIL076W,35500000000000.0,10,3.0672333,19712.475,3.7777777,4.43634,46,22,0.91875,257
817,YLR144C,35500000000000.0,10,3.0672333,4069.0427,2.4444444,5.20624,85,60,1.47225,257
818,YNL047C,35400000000000.0,13,3.2621105,9396.15,1.8333334,8.75226,70,76,0.67942,258
819,YMR061W,35400000000000.0,22,3.5892177000000003,13760.74,6.755345299999999,5.623469999999999,92,84,1.5833,258
820,YLR309C,35400000000000.0,7,2.7769972999999997,3005.3225,0.33333334,5.5235,184,164,0.37715,258
821,YCR094W,35200000000000.0,5,2.48909,1709.2946,0.0,7.58795,46,47,1.34654,-1
822,YIL159W,35100000000000.0,14,3.3135593,16424.955,1.5384616000000002,8.05219,179,183,0.70822,259
823,YJL058C,35100000000000.0,14,3.3135593,30776.951,0.5934066,6.99725,52,51,0.65089,259
824,YBL103C,35100000000000.0,19,3.5070434,19275.12,2.4083333,5.52606,63,46,0.54194,259
825,YOR128C,35000000000000.0,23,3.6126745000000002,78919.31,0.0,6.92645,62,61,0.4887,260
826,YNR052C,35000000000000.0,24,3.6345142999999998,30073.445,5.132435,5.77142,35,29,1.00591,260
827,YGL256W,35000000000000.0,8,2.8883598,7222.3867,0.0,5.75922,44,35,0.48904,260
828,YGL202W,35000000000000.0,7,2.7769976,2379.5703,0.33333334,5.68182,62,53,1.37565,260
829,YNL093W,34800000000000.0,17,3.4401622000000005,7438.090999999999,2.8498015,5.12701,33,25,0.76884,261
830,YLR438C-A,34700000000000.0,29,3.7248504000000002,40675.363,7.8089824000000005,4.28656,18,8,0.32203000000000004,261
831,YIL105C,34600000000000.0,14,3.3135593,9734.95,1.426282,7.711119999999999,68,69,0.61005,261
832,YJR139C,34600000000000.0,5,2.48909,566.0344,0.0,6.862,40,40,0.6727,261
833,YHR158C,34600000000000.0,20,3.5367074,28529.807,3.4737492,5.20721,180,132,0.7119800000000001,261
834,YGR091W,34300000000000.0,31,3.7539133999999996,47892.03,8.150283,8.12823,64,66,0.5401199999999999,262
835,YPL242C,34200000000000.0,11,3.140127,32361.566000000003,0.4,9.0423,180,211,0.8930799999999999,262
836,YML048W,34100000000000.0,60,3.975493,94244.9,16.000711,6.63727,52,51,1.42951,262
837,YDR311W,33800000000000.0,32,3.7673379999999996,84929.03,0.9979173000000001,6.43646,89,85,0.5415399999999999,263
838,YJR059W,33800000000000.0,10,3.0672333,6785.8594,0.44444445,8.971739999999999,97,110,0.61029,263
839,YKL016C,33700000000000.0,7,2.7769976,378.97455,5.6,8.92291,26,29,0.85616,263
840,YDR334W,33400000000000.0,16,3.4018607000000003,5997.3486,6.514394,5.86005,252,222,0.72642,264
841,YOL004W,33200000000000.0,35,3.80336,92254.26,4.7603645,5.38861,216,162,0.8644299999999999,264
842,YGR087C,32800000000000.0,8,2.8883598,919.0388,0.5714286,5.802309999999999,60,51,1.03857,265
843,YLR109W,32700000000000.0,9,2.9841056,804.4189,0.25,5.0069,21,15,1.63829,265
844,YKR046C,32700000000000.0,4,2.2984586,96.41728,0.0,7.79327,31,32,1.30929,265
845,YDR422C,32600000000000.0,13,3.2621105,21477.682,0.5,6.10272,104,88,0.56298,266
846,YGR104C,32600000000000.0,29,3.7248504000000002,19375.928,12.496991,4.84406,35,24,0.92306,266
847,YBR135W,32500000000000.0,24,3.6345142999999998,45578.566,3.6899900000000003,5.94989,18,13,1.37879,-1
848,YHR152W,32400000000000.0,18,3.4751233999999998,64938.598,0.6764706,9.40472,24,31,0.30559000000000003,-1
849,YOR339C,32200000000000.0,4,2.2984586,29.982721,0.0,4.71088,22,14,1.9317799999999998,267
850,YLR248W,32200000000000.0,7,2.7769976,6439.67,0.33333334,5.28705,99,80,0.6389100000000001,267
851,YCR005C,32200000000000.0,6,2.6458204,1476.9817,0.0,5.94135,58,50,1.27945,267
852,YML092C,32200000000000.0,31,3.7539133999999996,45025.902,7.020272,5.51947,31,27,0.95355,267
853,YHR084W,32100000000000.0,11,3.140127,2707.3115,3.2539682,5.46771,83,71,0.9767399999999999,-1
854,YHR137W,32000000000000.0,9,2.9841056,1913.308,0.0,5.33539,65,55,1.2652299999999999,-1
855,YMR192W,31900000000000.0,11,3.140127,8369.697,1.6111111999999999,5.2537199999999995,116,92,0.59101,268
856,YBR154C,31900000000000.0,18,3.4751233999999998,14624.725,6.584852000000001,9.1828,28,34,0.86946,268
857,YOR304W,31900000000000.0,11,3.140127,5617.7114,2.2666667,6.21246,185,174,1.07323,268
858,YFL010C,31800000000000.0,8,2.8883598,8291.36,0.5714286,4.260680000000001,23,10,1.95763,269
859,YJR132W,31800000000000.0,16,3.4018607000000003,10099.184000000001,0.13333334,4.57343,150,91,1.11365,269
860,YLR386W,31600000000000.0,19,3.5070434,37999.29,0.11437908599999999,5.3185400000000005,115,93,0.71007,270
861,YGL172W,31600000000000.0,25,3.6550762999999997,17281.105,6.113187,5.77325,32,28,0.15669,270
862,YAL035W,31400000000000.0,18,3.4751233999999998,15542.958999999999,1.3262032,5.61298,184,166,0.54063,271
863,YGR144W,31400000000000.0,7,2.7769976,11502.118999999999,0.33333334,5.81757,35,27,0.7910699999999999,271
864,YDR122W,31400000000000.0,19,3.5070434,7303.4414,2.2283272999999997,8.807310000000001,129,139,0.6075699999999999,271
865,YBL104C,31300000000000.0,9,2.9841056,3458.4702,0.25,5.76593,137,121,1.41944,272
866,YDR298C,31300000000000.0,5,2.48909,114.64495,4.0,9.58185,21,30,0.20140999999999998,272
867,YLR079W,31300000000000.0,14,3.3135589999999997,8368.84,3.5516483999999995,7.894589999999999,42,43,0.26316999999999996,272
868,YDR448W,31200000000000.0,34,3.7920727999999997,35984.55,11.963556,6.22772,66,61,1.0540100000000001,272
869,YMR198W,31000000000000.0,7,2.7769972999999997,1288.933,0.6666667,6.04132,104,96,0.483,-1
870,YBR176W,30800000000000.0,7,2.7769976,12003.249,1.0,8.34918,30,33,0.93647,-1
871,YPR030W,30700000000000.0,8,2.8883598,4675.9424,0.5714286,8.53058,115,122,0.74447,273
872,YOL149W,30700000000000.0,20,3.5367074,26760.604,7.126692,5.62091,28,24,1.31843,273
873,YPL074W,30600000000000.0,7,2.7769976,420.04504000000003,0.33333334,9.63739,101,133,0.7377,274
874,YLR182W,30600000000000.0,11,3.140127,8766.341999999999,1.4,4.74017,140,87,0.5916600000000001,274
875,YJR065C,30500000000000.0,11,3.140127,6105.7017,5.175,5.56769,51,44,1.01885,-1
876,YBR082C,30400000000000.0,7,2.7769976,1417.2588,0.0,6.04266,17,15,1.6593200000000001,275
877,YLR208W,30400000000000.0,20,3.5367074,28526.115,3.219716,5.44916,40,28,2.8237799999999997,275
878,YMR229C,30300000000000.0,14,3.3135593,1476.4503,1.8461539,5.85858,272,247,0.58333,-1
879,YBR205W,30200000000000.0,12,3.2047052000000003,12056.846000000001,0.54545456,8.88959,48,56,1.88883,276
880,YKR017C,30200000000000.0,5,2.48909,2459.6123,0.0,5.72003,79,63,1.4105299999999998,276
881,YDR087C,30000000000000.0,12,3.2047052000000003,7463.0317,3.2727272999999997,5.18365,54,45,1.9434,277
882,YDR130C,30000000000000.0,8,2.8883598,13311.305,1.7142857,9.82062,35,51,0.05243,277
883,YJL033W,30000000000000.0,19,3.5070434,6876.0938,6.0685267,6.9981100000000005,122,121,0.44093000000000004,277
884,YPR187W,29900000000000.0,13,3.2621105,14579.882,3.0,4.53229,35,20,0.72307,-1
885,YOR224C,29800000000000.0,16,3.4018607000000003,14694.333,6.739286,4.52594,21,14,1.16042,-1
886,YNL044W,29700000000000.0,21,3.5638937999999993,55872.73,2.1171567000000002,8.5462,11,13,0.68001,278
887,YJL041W,29700000000000.0,24,3.6345142999999998,50826.074,3.0983672,6.033869999999999,96,93,0.19604000000000002,278
888,YIL063C,29500000000000.0,10,3.0672336,25217.968999999997,1.3611111999999999,6.33453,61,60,0.32133,279
889,YKL211C,29400000000000.0,5,2.48909,272.22092000000004,0.0,6.44684,56,52,0.7752100000000001,279
890,YKL171W,29300000000000.0,16,3.4018607000000003,13132.105,2.0960374,8.92047,98,110,0.84652,279
891,YGR274C,29300000000000.0,30,3.7397115,33370.66,9.335316,7.00824,147,145,0.77228,279
892,YDL065C,29300000000000.0,27,3.6919663000000003,60842.34,3.4145317000000004,4.25482,84,37,0.37953000000000003,279
893,YJL044C,29200000000000.0,8,2.8883598,18126.574,0.2857143,5.83636,67,56,1.3791,279
894,YLL034C,29100000000000.0,7,2.7769972999999997,489.34975999999995,1.3333334,5.27155,136,119,0.33346,279
895,YDR162C,28900000000000.0,26,3.6740646,42512.008,0.73787546,4.02411,55,17,1.08693,280
896,YPR103W,28900000000000.0,24,3.6345142999999998,16544.623,8.186021,5.8156099999999995,32,27,1.62804,280
897,YBR221C,28900000000000.0,18,3.4751233999999998,23101.426,2.464706,5.22601,47,38,0.58685,280
898,YOR178C,28600000000000.0,13,3.2621105,11793.195,2.2151515,5.42804,95,75,0.7791600000000001,281
899,YNL284C,28500000000000.0,28,3.7088745000000003,68211.37,2.9262837999999998,10.36383,26,61,0.9742200000000001,281
900,YPL237W,28400000000000.0,12,3.2047052000000003,4363.413,3.4545455,9.52802,39,55,0.20856,281
901,YMR287C,28000000000000.0,5,2.48909,4094.6252,0.0,9.11273,103,124,0.95465,282
902,YGR161C,28000000000000.0,8,2.8883598,647.31244,2.2857144,9.99261,30,42,0.1613,282
903,YPL038W,28000000000000.0,16,3.4018607000000003,19604.232,1.2583333,9.42206,20,28,0.10814000000000001,282
904,YPL169C,27900000000000.0,14,3.3135589999999997,21869.792999999998,0.7051281999999999,9.216610000000001,49,58,0.9274600000000001,-1
905,YJR159W,27800000000000.0,7,2.7769972999999997,5176.7417,2.4666667,6.46344,40,38,0.56622,283
906,YML056C,27800000000000.0,10,3.0672333,1106.8351,0.22222222,8.38983,51,55,0.48738000000000004,283
907,YLR372W,27800000000000.0,78,4.035391000000001,80214.83,24.165073,9.356630000000001,16,29,2.03688,283
908,YBL047C,27700000000000.0,14,3.3135589999999997,8518.009,1.6307693,4.61102,192,109,0.43265,-1
909,YMR273C,27600000000000.0,16,3.4018607000000003,10223.099,4.980159,5.95453,143,127,0.5211100000000001,284
910,YLR245C,27600000000000.0,5,2.48909,822.6379,1.0,6.793880000000001,13,13,0.71415,284
911,YMR153W,27400000000000.0,28,3.7088745000000003,83375.63,2.511437,9.530330000000001,50,65,0.90397,-1
912,YGL229C,27300000000000.0,16,3.4018607000000003,45203.473,1.8641026000000003,4.62933,140,76,0.7740600000000001,-1
913,YLR449W,27200000000000.0,11,3.140127,8240.779,2.2111110000000003,4.58148,94,59,0.5353899999999999,285
914,YDR353W,27200000000000.0,10,3.0672333,7454.855,0.44444445,5.6898800000000005,39,34,0.72756,285
915,YDL002C,27100000000000.0,17,3.4401622000000005,20146.105,3.1166666000000003,7.64508,40,41,0.7406699999999999,286
916,YOL077C,27100000000000.0,10,3.0672336,436.1566,3.7777777,9.311580000000001,36,45,0.77988,286
917,YER136W,27100000000000.0,16,3.4018607000000003,23468.57,0.8111111,5.659,64,54,1.0327899999999999,286
918,YJR033C,27000000000000.0,8,2.8883598,4733.307,3.7142856,8.47687,150,161,1.29532,-1
919,YLR002C,26900000000000.0,11,3.140127,10851.68,3.6,5.72626,108,98,0.47418999999999994,287
920,YKR028W,26900000000000.0,8,2.8883598,2709.2058,0.85714287,4.21588,234,95,0.7611600000000001,287
921,YLR328W,26800000000000.0,8,2.8883598,9278.802,0.9714286,6.40192,56,50,0.8905700000000001,288
922,YKL073W,26800000000000.0,4,2.2984586,31.021475,0.6666667,5.17645,136,107,0.42849,288
923,YMR309C,26400000000000.0,20,3.5367074,10153.892,4.3012733,4.857480000000001,133,97,0.86606,289
924,YBR152W,26400000000000.0,19,3.5070434,18922.885,5.612121,5.51849,61,53,0.63826,289
925,YMR276W,26300000000000.0,13,3.2621105,3975.9873,2.0,4.78265,33,21,0.32914,290
926,YNL313C,26300000000000.0,7,2.7769972999999997,723.3172599999999,0.0,5.49115,117,101,1.6501599999999998,290
927,YLR127C,26300000000000.0,15,3.359922,11104.118999999999,8.8404045,6.24945,110,102,1.23689,290
928,YGL178W,26200000000000.0,9,2.9841056,6900.7007,1.0,8.17694,58,61,0.39865,290
929,YAL032C,26000000000000.0,22,3.5892177000000003,25956.906000000003,5.948342,9.14557,51,58,0.61261,-1
930,YKL173W,25500000000000.0,27,3.6919663000000003,19007.582,7.201958,5.66766,133,116,0.96655,-1
931,YMR138W,25400000000000.0,6,2.6458204,12958.078000000001,0.4,5.70441,30,27,0.9224399999999999,291
932,YDR238C,25400000000000.0,12,3.2047052000000003,4377.217000000001,3.7402596,5.43085,136,111,0.57807,291
933,YKL021C,25400000000000.0,7,2.7769976,1382.9834,2.6666667,6.74603,62,60,1.09441,291
934,YER132C,25400000000000.0,9,2.9841056,2230.8608,2.0,7.78741,190,192,0.73106,291
935,YMR102C,25300000000000.0,8,2.8883598,2097.3926,0.5714286,8.85944,99,110,0.8292,292
936,YDL006W,25300000000000.0,10,3.0672336,5256.151,0.8888889000000001,4.86444,44,29,1.0477299999999998,292
937,YOR233W,25300000000000.0,9,2.9841056,1432.8701,1.5,9.50323,92,118,0.77531,292
938,YGL070C,25200000000000.0,56,3.9574172,253765.2,4.7682605,7.5540199999999995,16,17,0.38284,293
939,YCL014W,25200000000000.0,12,3.2047052000000003,43078.652,1.5681819,5.84088,245,222,0.62883,293
940,YOR207C,25200000000000.0,13,3.2621105,4021.8298,2.8333333,8.40448,137,145,0.7407600000000001,293
941,YBR275C,25100000000000.0,11,3.140127,7626.901,1.8678571,6.13275,252,231,0.64666,294
942,YIR026C,25100000000000.0,15,3.359922,12683.7705,1.1593406000000002,8.25739,44,47,0.9232799999999999,294
943,YBR106W,25100000000000.0,105,4.088547,334346.88,29.496942999999998,9.21381,19,24,0.8300700000000001,294
944,YLR424W,25000000000000.0,18,3.4751233999999998,16576.258,0.3529412,5.14056,120,90,1.44712,295
945,YDL113C,25000000000000.0,9,2.9841056,5906.0664,0.5,6.510190000000001,90,86,0.6480100000000001,295
946,YKL009W,24900000000000.0,9,2.9841056,3820.6494,3.5,8.638119999999999,35,38,1.02152,295
947,YLL028W,24800000000000.0,40,3.8530462,66550.14,8.693488,6.42499,44,41,1.39626,295
948,YHR086W,24600000000000.0,22,3.5892177000000003,14551.885,7.8981449999999995,8.59113,29,33,0.9927799999999999,-1
949,YLR425W,24500000000000.0,8,2.8883598,8940.698,0.2857143,6.4124099999999995,165,157,0.9451,296
950,YCR012W,24400000000000.0,10,3.0672333,7993.0503,0.44444445,7.10968,55,55,0.48181,296
951,YAL027W,24400000000000.0,9,2.9841056,1112.9333,0.75,9.35968,28,36,0.49346,296
952,YIL004C,24300000000000.0,19,3.5070434,24893.422000000002,5.273436,8.03046,14,15,1.2392100000000001,297
953,YDL060W,24300000000000.0,18,3.4751233999999998,6633.9169999999995,3.8019607000000004,5.51996,132,111,0.96285,297
954,YDL181W,24100000000000.0,8,2.8883598,6749.1669999999995,0.5714286,10.07208,13,19,0.15095999999999998,298
955,YDR259C,24100000000000.0,26,3.6740646,78373.87,1.0795755,8.67377,44,47,0.44716999999999996,298
956,YBR143C,24000000000000.0,21,3.5638937999999993,21327.816000000003,0.44583333,4.93524,71,54,0.75156,-1
957,YMR314W,23900000000000.0,16,3.4018607000000003,3495.3247,5.2,6.902889999999999,26,26,0.7129800000000001,-1
958,YMR054W,23800000000000.0,15,3.359922,19573.852,2.9686812999999996,5.22211,111,81,1.25984,299
959,YKL203C,23800000000000.0,16,3.4018607000000003,3636.56,2.6307082000000004,7.2537199999999995,285,283,1.06951,299
960,YPR120C,23700000000000.0,25,3.6550762999999997,45583.492,3.5818741000000003,6.5834399999999995,60,58,1.12154,300
961,YCR087W,23700000000000.0,5,2.48909,1004.8457,0.0,10.2226,6,16,0.46557,300
962,YBR159W,23700000000000.0,101,4.0823956,189300.47,30.214416999999997,9.52863,29,43,0.82736,300
963,YOR191W,23600000000000.0,10,3.0672333,10003.296999999999,0.22222222,7.3255,229,229,0.63388,301
964,YGR058W,23600000000000.0,9,2.9841056,6986.2163,0.25,9.259089999999999,36,44,0.79861,301
965,YFL024C,23600000000000.0,13,3.2621105,3468.7683,7.340476,8.80182,121,130,0.64975,301
966,YLR319C,23500000000000.0,9,2.9841056,12509.293,1.5,7.61505,114,115,0.47283000000000003,302
967,YNL157W,23500000000000.0,9,2.9841056,7837.7866,0.0,9.40741,14,20,0.5021899999999999,302
968,YJR042W,23300000000000.0,16,3.4018607000000003,10349.308,4.7095237,4.49799,119,70,1.27437,-1
969,YBR080C,23200000000000.0,4,2.2984586,367.28296,0.0,8.02765,90,92,0.45191000000000003,-1
970,YKL014C,23100000000000.0,11,3.140127,4111.635,2.6,6.9650300000000005,205,203,1.18403,303
971,YHR076W,23100000000000.0,8,2.8883598,9387.318000000001,0.2857143,6.16315,44,42,0.85319,303
972,YCL032W,23000000000000.0,36,3.8142917,75901.08,1.5292711,5.28705,50,40,0.7781600000000001,304
