Protein,Priority Fun_GO,Orthologous,Sub_cell,.1B,.2B,.3B,.4B,.5B,.6B,.7B,.8B,.9B,.1A,.2A,.3A,.4A,.5A,.6A,.7A,.8A,.9A
YDL195W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YDR069C,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YPL085W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YDR425W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YJL036W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YDR292C,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YLR119W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YNR006W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YJL145W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YPL065W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YOL065C,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YJR102C,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YPL002C,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YLR417W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YLR181C,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YGR206W,0.143518519,0,0.543923865,0.489531479,0.435139092,0.380746706,0.326354319,0.271961933,0.217569546,0.16317716,0.108784773,0.054392387,0.063305,0.072217613,0.081130226,0.09004284,0.098955453,0.107868066,0.116780679,0.125693293,0.134605906
YJL063C,0.143518519,0.060431093,0,0.006043109,0.012086219,0.018129328,0.024172437,0.030215547,0.036258656,0.042301765,0.048344874,0.054387984,0.063301037,0.072214091,0.081127144,0.090040198,0.098953251,0.107866305,0.116779358,0.125692412,0.134605465
YHL042W,0.143518519,0.060386755,0,0.006038676,0.012077351,0.018116027,0.024154702,0.030193378,0.036232053,0.042270729,0.048309404,0.05434808,0.063265123,0.072182167,0.081099211,0.090016255,0.098933299,0.107850343,0.116767387,0.125684431,0.134601475
YOR285W,0.143518519,0.060349079,0,0.006034908,0.012069816,0.018104724,0.024139632,0.03017454,0.036209447,0.042244355,0.048279263,0.054314171,0.063234606,0.072155041,0.081075475,0.08999591,0.098916345,0.10783678,0.116757215,0.125677649,0.134598084
YDR456W,0.143518519,0.048380781,0.103953148,0.098395911,0.092838675,0.087281438,0.081724201,0.076166965,0.070609728,0.065052491,0.059495254,0.053938018,0.062896068,0.071854118,0.080812168,0.089770218,0.098728268,0.107686318,0.116644369,0.125602419,0.134560469
YHR011W,0.143518519,0.05985601,0,0.005985601,0.011971202,0.017956803,0.023942404,0.029928005,0.035913606,0.041899207,0.047884808,0.053870409,0.06283522,0.071800031,0.080764842,0.089729653,0.098694464,0.107659275,0.116624086,0.125588897,0.134553708
YDL015C,0.143518519,0,0.537579307,0.483821376,0.430063446,0.376305515,0.322547584,0.268789654,0.215031723,0.161273792,0.107515861,0.053757931,0.06273399,0.071710048,0.080686107,0.089662166,0.098638225,0.107614284,0.116590343,0.125566401,0.13454246
YLR072W,0.143518519,0,0.537579307,0.483821376,0.430063446,0.376305515,0.322547584,0.268789654,0.215031723,0.161273792,0.107515861,0.053757931,0.06273399,0.071710048,0.080686107,0.089662166,0.098638225,0.107614284,0.116590343,0.125566401,0.13454246
YLR350W,0.143518519,0.047637342,0.103953148,0.098321567,0.092689987,0.087058406,0.081426826,0.075795245,0.070163664,0.064532084,0.058900503,0.053268923,0.062293882,0.071318842,0.080343802,0.089368761,0.098393721,0.10741868,0.11644364,0.1254686,0.134493559
YGR038W,0.143518519,0.047637342,0.103953148,0.098321567,0.092689987,0.087058406,0.081426826,0.075795245,0.070163664,0.064532084,0.058900503,0.053268923,0.062293882,0.071318842,0.080343802,0.089368761,0.098393721,0.10741868,0.11644364,0.1254686,0.134493559
YCR046C,0.143518519,0.059146688,0,0.005914669,0.011829338,0.017744006,0.023658675,0.029573344,0.035488013,0.041402682,0.04731735,0.053232019,0.062260669,0.071289319,0.080317969,0.089346619,0.098375269,0.107403919,0.116432569,0.125461219,0.134489869
YGL001C,0.143518519,0.038490347,0.185700342,0.170979343,0.156258343,0.141537344,0.126816344,0.112095345,0.097374345,0.082653346,0.067932346,0.053211347,0.062242064,0.071272781,0.080303498,0.089334216,0.098364933,0.10739565,0.116426367,0.125457085,0.134487802
YOL078W,0.143518519,0,0.528306491,0.475475842,0.422645193,0.369814544,0.316983895,0.264153246,0.211322596,0.158491947,0.105661298,0.052830649,0.061899436,0.070968223,0.08003701,0.089105797,0.098174584,0.107243371,0.116312158,0.125380945,0.134449732
YJL058C,0.143518519,0,0.528306491,0.475475842,0.422645193,0.369814544,0.316983895,0.264153246,0.211322596,0.158491947,0.105661298,0.052830649,0.061899436,0.070968223,0.08003701,0.089105797,0.098174584,0.107243371,0.116312158,0.125380945,0.134449732
YMR068W,0.143518519,0,0.528306491,0.475475842,0.422645193,0.369814544,0.316983895,0.264153246,0.211322596,0.158491947,0.105661298,0.052830649,0.061899436,0.070968223,0.08003701,0.089105797,0.098174584,0.107243371,0.116312158,0.125380945,0.134449732
YER093C,0.143518519,0,0.528306491,0.475475842,0.422645193,0.369814544,0.316983895,0.264153246,0.211322596,0.158491947,0.105661298,0.052830649,0.061899436,0.070968223,0.08003701,0.089105797,0.098174584,0.107243371,0.116312158,0.125380945,0.134449732
YJR057W,0.143518519,0.05855927,0,0.005855927,0.011711854,0.017567781,0.023423708,0.029279635,0.035135562,0.040991489,0.046847416,0.052703343,0.061784861,0.070866378,0.079947896,0.089029413,0.098110931,0.107192449,0.116273966,0.125355484,0.134437001
YLR186W,0.134259259,0.05561544,0.39238653,0.358709421,0.325032312,0.291355203,0.257678094,0.224000985,0.190323876,0.156646767,0.122969658,0.089292549,0.09378922,0.098285891,0.102782562,0.107279233,0.111775904,0.116272575,0.120769246,0.125265917,0.129762588
YOR020C,0.143518519,0.057529773,0,0.005752977,0.011505955,0.017258932,0.023011909,0.028764887,0.034517864,0.040270841,0.046023818,0.051776796,0.060950968,0.07012514,0.079299313,0.088473485,0.097647657,0.10682183,0.115996002,0.125170174,0.134344347
YGL116W,0.134259259,0.054988458,0.39238653,0.358646723,0.324906916,0.291167108,0.257427301,0.223687494,0.189947687,0.15620788,0.122468072,0.088728265,0.093281365,0.097834464,0.102387563,0.106940663,0.111493762,0.116046861,0.120599961,0.12515306,0.12970616
YBR136W,0.134259259,0.054750314,0.39238653,0.358622908,0.324859287,0.291095665,0.257332044,0.223568422,0.1898048,0.156041179,0.122277557,0.088513936,0.093088468,0.097663,0.102237533,0.106812065,0.111386597,0.11596113,0.120535662,0.125110194,0.129684727
YHR098C,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YKR014C,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YHR005C,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YNL263C,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YGL051W,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YNL049C,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YBR029C,0.143518519,0,0.509272816,0.458345534,0.407418253,0.356490971,0.30556369,0.254636408,0.203709126,0.152781845,0.101854563,0.050927282,0.060186405,0.069445529,0.078704653,0.087963777,0.0972229,0.106482024,0.115741148,0.125000272,0.134259395
YEL021W,0.143518519,0.056375552,0,0.005637555,0.01127511,0.016912666,0.022550221,0.028187776,0.033825331,0.039462886,0.045100442,0.050737997,0.060016049,0.069294101,0.078572153,0.087850206,0.097128258,0.10640631,0.115684362,0.124962415,0.134240467
YPR193C,0.143518519,0.056205504,0,0.00562055,0.011241101,0.016861651,0.022482202,0.028102752,0.033723302,0.039343853,0.044964403,0.050584954,0.05987831,0.069171667,0.078465023,0.08775838,0.097051736,0.106345093,0.115638449,0.124931806,0.134225162
YGR241C,0.143518519,0,0.504392387,0.453953148,0.40351391,0.353074671,0.302635432,0.252196194,0.201756955,0.151317716,0.100878477,0.050439239,0.059747167,0.069055095,0.078363023,0.087670951,0.096978879,0.106286807,0.115594735,0.124902663,0.134210591
YLR187W,0.143518519,0,0.504392387,0.453953148,0.40351391,0.353074671,0.302635432,0.252196194,0.201756955,0.151317716,0.100878477,0.050439239,0.059747167,0.069055095,0.078363023,0.087670951,0.096978879,0.106286807,0.115594735,0.124902663,0.134210591
YHR161C,0.143518519,0,0.504392387,0.453953148,0.40351391,0.353074671,0.302635432,0.252196194,0.201756955,0.151317716,0.100878477,0.050439239,0.059747167,0.069055095,0.078363023,0.087670951,0.096978879,0.106286807,0.115594735,0.124902663,0.134210591
YJL151C,0.143518519,0,0.503416301,0.453074671,0.402733041,0.352391411,0.302049781,0.251708151,0.20136652,0.15102489,0.10068326,0.05034163,0.059659319,0.068977008,0.078294697,0.087612386,0.096930075,0.106247763,0.115565452,0.124883141,0.13420083
YGL100W,0.134259259,0,0.873596877,0.786237189,0.698877502,0.611517814,0.524158126,0.436798439,0.349438751,0.262079063,0.174719375,0.087359688,0.092049645,0.096739602,0.101429559,0.106119516,0.110809473,0.11549943,0.120189388,0.124879345,0.129569302
YDR436W,0.143518519,0.055794421,0,0.005579442,0.011158884,0.016738326,0.022317768,0.027897211,0.033476653,0.039056095,0.044635537,0.050214979,0.059545333,0.068875687,0.078206041,0.087536395,0.096866749,0.106197103,0.115527457,0.124857811,0.134188165
YFL017C,0.143518519,0.05556189,0,0.005556189,0.011112378,0.016668567,0.022224756,0.027780945,0.033337134,0.038893323,0.044449512,0.050005701,0.059356983,0.068708265,0.078059546,0.087410828,0.09676211,0.106113392,0.115464674,0.124815955,0.134167237
YLL023C,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YER120W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YIL016W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YAL010C,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YLR064W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YMR065W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YLR450W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YHL020C,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YAL009W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YLL006W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YHR004C,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YIL040W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YPL200W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YBR070C,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YDR205W,0.143518519,0,0.496339678,0.44670571,0.397071742,0.347437775,0.297803807,0.248169839,0.198535871,0.148901903,0.099267936,0.049633968,0.059022423,0.068410878,0.077799333,0.087187788,0.096576243,0.105964699,0.115353154,0.124741609,0.134130064
YKL126W,0.143518519,0,0.49170327,0.442532943,0.393362616,0.344192289,0.295021962,0.245851635,0.196681308,0.147510981,0.098340654,0.049170327,0.058605146,0.068039965,0.077474785,0.086909604,0.096344423,0.105779242,0.115214061,0.124648881,0.1340837
YGR059W,0.143518519,0,0.491459248,0.442313323,0.393167398,0.344021474,0.294875549,0.245729624,0.196583699,0.147437774,0.09829185,0.049145925,0.058583184,0.068020444,0.077457703,0.086894962,0.096332222,0.105769481,0.115206741,0.124644,0.13408126
YDR218C,0.143518519,0,0.491459248,0.442313323,0.393167398,0.344021474,0.294875549,0.245729624,0.196583699,0.147437774,0.09829185,0.049145925,0.058583184,0.068020444,0.077457703,0.086894962,0.096332222,0.105769481,0.115206741,0.124644,0.13408126
YPR171W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YNR047W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YFR051C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YIL076W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YNL047C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YLR309C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YDR122W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YDR238C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YKL135C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YPL010W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YPR032W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YPR055W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YDR372C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YBL037W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YGR120C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YMR086W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YER143W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YJR058C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YPL195W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YER157W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YPR029C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YGR261C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YJL024C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YJR005W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YDR517W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YMR031C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YGL233W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YFR029W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YGR198W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YJL156C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YGL223C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YKL105C,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YDL099W,0.143518519,0,0.487066862,0.438360176,0.38965349,0.340946803,0.292240117,0.243533431,0.194826745,0.146120059,0.097413372,0.048706686,0.058187869,0.067669053,0.077150236,0.086631419,0.096112603,0.105593786,0.115074969,0.124556152,0.134037336
YNL244C,0.074074074,0.362706729,0,0.036270673,0.072541346,0.108812019,0.145082692,0.181353365,0.217624037,0.25389471,0.290165383,0.326436056,0.301199858,0.27596366,0.250727461,0.225491263,0.200255065,0.175018867,0.149782669,0.12454647,0.099310272
YDR422C,0.143518519,0,0.485846755,0.43726208,0.388677404,0.340092729,0.291508053,0.242923378,0.194338702,0.145754027,0.097169351,0.048584676,0.05807806,0.067571444,0.077064829,0.086558213,0.096051597,0.105544982,0.115038366,0.12453175,0.134025135
YGR210C,0.143518519,0.053947743,0,0.005394774,0.010789549,0.016184323,0.021579097,0.026973872,0.032368646,0.03776342,0.043158194,0.048552969,0.058049524,0.067546079,0.077042634,0.086539189,0.096035744,0.105532299,0.115028854,0.124525409,0.134021964
YAL029C,0.143518519,0.051995523,0.017325525,0.020792525,0.024259525,0.027726524,0.031193524,0.034660524,0.038127524,0.041594524,0.045061523,0.048528523,0.058027523,0.067526522,0.077025522,0.086524522,0.096023521,0.105522521,0.11502152,0.12452052,0.134019519
YLR268W,0.143518519,0.037089073,0.151049292,0.13965327,0.128257248,0.116861226,0.105465204,0.094069183,0.082673161,0.071277139,0.059881117,0.048485095,0.057988437,0.06749178,0.076995122,0.086498465,0.096001807,0.105505149,0.115008492,0.124511834,0.134015177
