protein,degree,betweenness,closeness,eigenvector,clustering,OS,P_Ci,GO_Nb,essential,phys_1,phys_2,phys_3,phys_4,phys_5,phys_6,phys_7,phys_8,phys_9,phys_10,N_c,Sim_Loc,Ortho_Sim_Loc
YIR012W,1,0.0,0.16424691359089344,0.0013871670419174026,0.0,1.0,0.0,0.0,1,0.07657,-0.12274,36.96241,4.35138,65.0,23.0,52825.0,0.0,1.11997,9e-05,0.6832615929899515,0.0,0.5
YLR119W,2,6.182751039997337e-05,0.15923153808904694,1.3386248347181497e-08,0.0,1.0,0.0,0.0,0,0.07512,-0.88169,40.24742,9.05548,34.0,39.0,21555.0,0.0,0.85875,0.00036,0.0,0.0,0.5
YMR235C,2,0.00019565610037677926,0.17360641271836466,4.6259073596650883e-07,0.0,1.5232722143864599,0.0,1.3333333333333333,1,0.06634,-0.27666,35.6027,4.5307,82.0,41.0,19535.0,0.0,0.42639,0.0001,0.6832615929899515,0.0,0.5
YBR126C,5,0.0015834027441688767,0.186589095986777,2.524504151926534e-07,0.3,4.050383351588171,0.0,2.033333333333333,0,0.11111,-0.22364,34.57293,5.71381,59.0,47.0,86790.0,0.0,1.54576,0.0001,0.0,0.0,0.5
YFL033C,2,0.0004080260458332143,0.17616652158408366,8.438367164110823e-08,0.0,1.990238611713666,0.5,0.0,0,0.06723,-0.59153,47.48188,6.01495,205.0,180.0,126445.0,0.0,0.64339,3e-05,0.0,0.0,0.5
YGR032W,3,0.00019844693701466783,0.1718656561168639,2.3250468773773296e-08,0.6666666666666666,2.405005688282139,0.0,0.0,0,0.13456,-0.14433,38.71396,6.58807,193.0,184.0,359480.0,0.0,1.65669,3e-05,0.0,0.0,0.5
YDL135C,1,0.0,0.1718207121691346,2.2642271993634378e-08,0.0,1.0,0.0,0.0,0,0.09406,-0.64455,25.49411,5.76532,34.0,31.0,24410.0,0.0,1.05498,0.00025,0.0,0.0,0.5
YPL075W,2,0.0001799506451287705,0.17066036450253785,4.4041206113837135e-08,0.0,1.0,1.0,0.0,1,0.07643,-0.5721,52.10969,8.50873,81.0,86.0,69175.0,0.0,0.78852,0.0001,0.6832615929899515,0.40591527534130006,0.70295763767065
YDR171W,1,0.0,0.15310915100235453,4.480998902287838e-09,0.0,1.0,0.0,0.0,0,0.088,-1.12667,57.55576,4.98615,66.0,43.0,35885.0,0.0,0.83811,0.00012,0.0,0.0,0.5
YDR217C,3,0.0009630346269209848,0.1683860592862047,5.391550555901094e-09,0.0,1.9445026178010472,1.0,2.4,0,0.06646,-0.74469,50.15662,5.19781,207.0,165.0,106950.0,0.0,0.72071,4e-05,0.0,0.0,0.5
YGR184C,6,0.0047616510374155815,0.18588525179218335,1.6136658243190843e-05,0.2,4.146022155085599,0.0,10.666666666666666,0,0.10308,-0.37297,39.9675,5.33209,280.0,215.0,207645.0,0.0,0.92354,2e-05,0.0,0.0,0.5
YMR153W,2,0.006574633304572908,0.18371956473150453,1.764316406933208e-05,0.0,1.885471898197243,0.25,0.5333333333333333,0,0.07579,-0.77284,48.02295,9.53033,50.0,65.0,47565.0,0.0,0.90397,0.00018,0.0,0.0,0.5
YKR072C,1,0.0,0.15210488540815745,6.992571695200018e-10,0.0,1.0,0.5,0.0,0,0.03737,-0.8468,48.79591,4.5589,103.0,63.0,47815.0,0.0,0.76532,7e-05,0.0,0.0,0.5
YJR043C,20,0.005558469437363688,0.17472982980270474,1.5755728583821891e-06,0.8105263157894737,19.51991614255765,1.0,33.85051834130782,0,0.06,-1.04743,53.48714,8.50507,60.0,64.0,15525.0,0.0,0.38515,0.00021,0.0,0.0,0.5
YNL102W,9,0.011098347746321659,0.17431262911251436,2.0827121934004543e-07,0.16666666666666666,9.0,1.0,2.761904761904762,1,0.06948,-0.55668,45.49054,5.8924,214.0,197.0,115135.0,0.0,0.69023,4e-05,0.3167384070100485,0.24054770888719992,0.5133637616048445
YOR217W,5,0.0,0.13511977035949493,6.186082694123459e-09,1.0,4.821627647714604,1.0,14.85,1,0.05923,-0.52416,38.17851,9.24847,109.0,130.0,64580.0,0.0,0.68049,0.0001,0.3167384070100485,0.24054770888719992,0.5249446583666842
YJR068W,5,0.0,0.13511977035949493,6.186082694123459e-09,1.0,4.640922768304915,1.0,15.125,1,0.07649,-0.33626,29.68473,8.61334,43.0,47.0,33515.0,0.0,0.84333,0.00022,0.6832615929899515,0.40591527534130006,0.543732173061949
YNL290W,5,0.0,0.13511977035949493,6.186082694123459e-09,1.0,4.724210526315789,1.0,22.25,1,0.06471,-0.35676,38.49503,6.06683,49.0,46.0,28015.0,0.0,0.73332,0.00016,0.6832615929899515,0.40591527534130006,0.5429611755318889
YOL094C,5,0.0,0.13511977035949493,6.186082694123459e-09,1.0,4.576730190571715,1.0,22.25,1,0.04644,-0.18266,40.23034,9.16498,35.0,42.0,21805.0,0.0,0.6032,0.00025,0.6832615929899515,0.40591527534130006,0.5443455544066707
YBR087W,6,0.0014828019936381311,0.14434147700675984,9.757945735642066e-09,0.6666666666666666,4.821627647714604,1.0,18.375,1,0.05085,-0.05706,39.85819,8.47931,41.0,45.0,24045.0,0.0,0.60201,0.00021,0.6832615929899515,0.40591527534130006,0.5420931794197857
YNL262W,21,0.0025576820246465495,0.17843099574584162,1.5820587595569962e-06,0.7476190476190476,20.67400419287212,1.0,36.61242310321258,1,0.10441,-0.37583,39.19849,6.53339,292.0,282.0,303225.0,0.0,1.18601,3e-05,0.3167384070100485,0.24054770888719992,0.5058176371312272
YIR008C,4,1.5241769550570403e-05,0.16310527182493273,1.0032354596137024e-07,0.8333333333333334,4.0,0.0,7.0,1,0.10513,-0.60489,43.27873,7.98431,59.0,61.0,61850.0,0.0,1.29692,0.00017,0.6832615929899515,0.0,0.5
YKL045W,5,0.004225652147882595,0.18475276127137613,1.4088147916541526e-07,0.5,4.762054507337526,0.0,1.2857142857142856,1,0.11364,-0.65473,45.1468,8.38373,68.0,72.0,62770.0,0.0,1.00816,0.00013,0.6832615929899515,0.0,0.5
YMR203W,9,0.0004640735397334249,0.13883132906073475,3.698430186761835e-09,0.8055555555555556,0.0,0.0,34.83333333333333,1,0.09044,-0.19587,35.04832,5.34003,35.0,29.0,33390.0,0.0,0.79428,0.00013,0.6832615929899515,0.0,0.0
YNL131W,9,0.0004640735397334249,0.13883132906073475,3.698430186761835e-09,0.8055555555555556,0.0,0.0,24.516666666666666,1,0.06579,-0.33092,41.5625,3.97443,31.0,11.0,5500.0,0.0,0.32757,0.00024,0.6832615929899515,0.0,0.0
YJL124C,32,0.05416532230056009,0.22097838677178389,2.2351308198416556e-06,0.0,19.813576494427558,0.5,0.0,0,0.10465,-0.83256,44.31802,5.72491,31.0,28.0,16055.0,0.0,0.79063,0.00028,0.0,0.0,0.5
YAL019W,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.5,0.0,0,0.06808,-0.76684,45.65704,5.24017,189.0,152.0,81555.0,0.0,0.63464,4e-05,0.0,0.0,0.5
YBR214W,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,0.0,0,0.04744,-0.28102,54.41008,9.05829,40.0,48.0,30660.0,0.0,0.53614,0.00016,0.0,0.0,0.5
YBR274W,8,0.005663008371431562,0.1960735312846227,6.388647954503056e-08,0.0,6.122098890010091,1.0,0.0,0,0.09298,-0.2649,38.24786,5.85919,66.0,57.0,67600.0,0.0,1.12636,0.0001,0.0,0.0,0.5
YCR024CA,4,0.005789473684210527,0.1783664111848984,3.398724785830068e-08,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL175C,3,0.003754235772212853,0.20657380109037018,1.7561893749174082e-05,0.0,2.9482200647249193,1.0,2.1333333333333333,0,0.0843,-1.18081,48.51221,9.05634,39.0,53.0,42675.0,0.0,1.08469,0.00023,0.0,0.0,0.5
YEL060C,2,0.00039689387402933567,0.17830187336086045,3.390777131529431e-08,0.0,1.6784492588369442,0.0,0.0,0,0.07087,-0.66031,32.36315,5.94061,94.0,78.0,41870.0,0.0,0.6014,9e-05,0.0,0.0,0.5
YER028C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,0.0,0.5,0.0,0,0.0533,-0.69797,61.23528,9.95819,31.0,51.0,11180.0,0.0,0.25928,0.00023,0.0,0.0,0.0
YGL207W,4,0.007821816973772468,0.19260574653159196,1.0091096243175382e-06,0.0,3.734549138804458,0.5,0.0,1,0.09565,-0.64812,47.96427,4.99261,176.0,138.0,110795.0,0.0,0.93396,4e-05,0.3167384070100485,0.19390444008233815,0.5259608901738019
YGR158C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.3333333333333333,0.0,1,0.064,-0.358,35.24,4.84479,34.0,23.0,16555.0,0.0,0.60033,0.00018,0.6832615929899515,0.2240360033604539,0.6120180016802269
YIL042C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,0.0,0,0.09391,-0.2533,43.88553,8.52582,40.0,44.0,51060.0,0.0,1.1236,0.00019,0.0,0.0,0.5
YIL048W,3,0.0031277728508392858,0.20405043581825177,2.182883177297458e-05,0.0,2.9064327485380117,0.0,0.0,1,0.09383,-0.12467,38.95814,6.02264,133.0,117.0,133685.0,0.0,1.02664,5e-05,0.3167384070100485,0.0,0.5
YJR143C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.5,0.0,0,0.15879,0.01352,34.01054,6.45697,76.0,69.0,185985.0,0.0,2.1143,7e-05,0.0,0.0,0.5
YKR026C,6,0.0021118712077025942,0.18660676039044893,4.363719360069414e-06,0.4,5.693239152371342,0.0,3.5,0,0.08197,0.02754,41.2797,5.19025,41.0,31.0,24785.0,0.0,0.72844,0.00015,0.0,0.0,0.5
YLR003C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,0.0,1.0,0.0,0,0.0756,-0.69072,48.21718,8.21906,51.0,53.0,12170.0,0.0,0.36444,0.00025,0.0,0.0,0.0
YML088W,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,2.6666666666666665,0,0.08383,-0.58204,44.06557,5.19476,102.0,75.0,92205.0,0.0,1.19966,7e-05,0.0,0.0,0.5
YMR056C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,0.0,0,0.12298,0.00647,18.74434,9.71991,23.0,39.0,39225.0,0.0,1.14962,0.00028,0.0,0.0,0.5
YMR250W,2,0.004357834764336719,0.19441041621504215,1.7796858648466345e-05,0.0,1.9049630411826821,0.0,0.0,0,0.08889,-0.40547,38.46051,6.15204,73.0,62.0,75830.0,0.0,1.14913,9e-05,0.0,0.0,0.5
YNL032W,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,2.6666666666666665,0,0.08185,-0.60605,44.1331,5.36481,48.0,36.0,27305.0,0.0,0.83362,0.00016,0.0,0.0,0.5
YNL163C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,0.0,1,0.06577,-0.3009,48.98236,5.01056,173.0,125.0,84405.0,0.0,0.67816,4e-05,0.3167384070100485,0.0,0.5
YNL276C,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,0.0,0.0,0.0,0,0.08397,0.22901,53.37099,8.19,7.0,9.0,21845.0,0.0,1.54751,0.00058,0.0,0.0,0.0
YOR109W,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,0.0,0,0.09756,-0.42593,42.70453,6.75433,133.0,130.0,118705.0,0.0,0.95288,5e-05,0.0,0.0,0.5
YOR147W,1,0.0,0.17826962195933005,3.3879953290799055e-08,0.0,1.0,0.0,0.0,0,0.09325,-0.24984,39.514,9.30646,60.0,75.0,80620.0,0.0,1.1193,0.00013,0.0,0.0,0.5
YOR320C,3,0.00140381844431434,0.18614857021478065,4.363861952431987e-06,0.0,2.0,0.0,0.0,0,0.12424,-0.25988,38.49819,8.46991,60.0,64.0,71210.0,0.0,1.23678,0.00015,0.0,0.0,0.5
YPL152W,2,0.0006909327075401323,0.1859729417873679,4.357588232393394e-06,0.0,2.0,0.0,0.0,0,0.11732,-0.38659,42.7157,6.22076,48.0,41.0,60110.0,0.0,1.45011,0.00015,0.0,0.0,0.5
YBL026W,36,0.03622612420674483,0.2313529589206939,0.001397402699539986,0.0031746031746031746,20.012048192771083,0.5,0.0,1,0.09474,-0.29368,42.91895,7.84467,13.0,14.0,4595.0,0.0,0.41164,0.0007,0.6832615929899515,0.2887195853553551,0.5072136440651699
YAR003W,3,0.005865003147897029,0.18876912564684087,1.7485526456497136e-05,0.0,1.7079556898288015,0.5,0.0,0,0.0939,-0.2885,43.61765,4.68256,67.0,36.0,84100.0,0.0,1.72852,0.0001,0.0,0.0,0.5
YBL066C,2,0.0,0.18655377721032673,1.7702637805311455e-05,1.0,2.0,1.0,0.0,0,0.07491,-0.52186,44.94139,7.39667,107.0,107.0,103190.0,0.0,0.80623,6e-05,0.0,0.0,0.5
YCR020CA,2,0.0005787735608761529,0.20007381343933336,1.779660372298113e-05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YCR066W,3,0.005605286491531533,0.19313415735883913,3.70181050776139e-05,0.0,1.5824847250509164,1.0,0.0,0,0.05955,-0.75585,48.70413,7.53351,65.0,66.0,35420.0,0.0,0.64132,0.00014,0.0,0.0,0.5
YDR440W,2,0.0006065173581957705,0.19204279130985114,1.7698338964400126e-05,0.0,1.7769696969696969,1.0,0.0,0,0.08419,-0.61443,44.69057,9.15363,68.0,85.0,49500.0,0.0,0.74773,0.00014,0.0,0.0,0.5
YEL015W,9,0.0030333639513288983,0.20631434059078,1.843471440965078e-05,0.05555555555555555,8.7882096069869,0.0,0.0,0,0.05626,-0.53575,47.80889,5.98785,67.0,62.0,38805.0,0.0,0.63263,0.0001,0.0,0.0,0.5
YER025W,4,0.0016573256996340803,0.1928884636465713,2.1803380302364413e-05,0.16666666666666666,3.897810218978102,0.0,2.1818181818181817,1,0.04554,-0.22694,45.78387,6.37421,71.0,68.0,22680.0,0.0,0.39195,0.00011,0.6832615929899515,0.0,0.5
YGL185C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,0,0.08971,-0.33008,38.12823,8.19708,49.0,52.0,35755.0,0.0,0.83182,0.00019,0.0,0.0,0.5
YIL066C,5,0.0009516517726398267,0.1873695066544023,1.748593125421921e-05,0.4,4.557013118062563,0.0,20.133333333333333,0,0.09206,-0.34465,46.55801,5.67767,107.0,90.0,122755.0,0.0,1.25885,6e-05,0.0,0.0,0.5
YIL132C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.5,0.0,0,0.0892,-0.43803,46.47934,8.42499,27.0,29.0,23170.0,0.0,0.92857,0.00034,0.0,0.0,0.5
YLR039C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,0.0,0.0,0.0,0,0.08807,-0.24044,36.3898,5.9433,144.0,128.0,132765.0,0.0,1.09139,5e-05,0.0,0.0,0.0
YLR120C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,0.0,0.0,0.0,0,0.08612,-0.02953,35.44712,4.67926,50.0,32.0,49780.0,0.0,0.82954,8e-05,0.0,0.0,0.0
YLR126C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,0,0.11155,-0.46056,29.27932,5.16083,35.0,27.0,41535.0,0.0,1.44092,0.00018,0.0,0.0,0.5
YMR066W,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,0,0.10245,-0.42027,48.91822,8.6955,116.0,126.0,85245.0,0.0,0.81382,8e-05,0.0,0.0,0.5
YMR207C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,0,0.09151,-0.33894,43.44467,8.81146,274.0,299.0,279850.0,0.0,1.07983,3e-05,0.0,0.0,0.5
YMR237W,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,0.0,0.0,0.0,0,0.08564,-0.14254,45.02765,5.18976,93.0,70.0,87540.0,0.0,1.06694,6e-05,0.0,0.0,0.0
YOL102C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,1,0.04348,-0.31696,49.88261,9.29962,25.0,32.0,11835.0,0.0,0.45178,0.00036,0.6832615929899515,0.0,0.5
YOL163W,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YOR043W,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,0,0.08025,-0.63251,53.78128,5.7348,64.0,54.0,57380.0,0.0,1.03676,0.0001,0.0,0.0,0.5
YPL042C,13,0.009195745783123066,0.2081004233534958,1.816218758313956e-05,0.28205128205128205,8.75975975975976,1.0,12.402380952380952,0,0.08649,-0.50523,34.38236,9.58563,51.0,75.0,73855.0,0.0,1.17517,0.00015,0.0,0.0,0.5
YPL115C,6,0.0066550322067005325,0.20876161936076174,1.7529925989039547e-05,0.06666666666666667,2.5082644628099175,0.0,8.149999999999999,1,0.06028,-0.53085,55.00541,6.37799,130.0,122.0,52105.0,0.0,0.41713,5e-05,0.3167384070100485,0.0,0.5
YPL119C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,0.0,0.0,0.0,0,0.08914,-0.56062,35.22951,8.95819,69.0,76.0,53330.0,0.0,0.78523,0.00013,0.0,0.0,0.0
YPL249CA,86,0.019186335024559853,0.2224497472073482,0.11108227058976937,0.8648426812585499,0.0,0.0,19.066666666666663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YPR184W,3,0.003324867004815676,0.20233291008050835,2.186064821496377e-05,0.0,2.752046783625731,0.0,0.0,0,0.11393,-0.40488,40.59306,5.48199,204.0,161.0,267220.0,0.0,1.52724,3e-05,0.0,0.0,0.5
YDR166C,7,0.0006212969886522068,0.19818290870745148,1.797815677268912e-05,0.7142857142857143,0.0,0.0,1.875,1,0.09681,-0.40844,44.25091,5.63116,118.0,105.0,104430.0,0.0,0.93141,5e-05,0.3167384070100485,0.0,0.0
YLR128W,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,1.0,0.0,0.0,0,0.14498,-0.53309,47.86807,4.76422,46.0,30.0,57465.0,0.0,1.78445,0.00015,0.0,0.0,0.5
YNL264C,1,0.0,0.18496079665987727,1.7471243540640822e-05,0.0,0.0,0.0,0.0,0,0.10857,-0.52914,39.41286,6.72797,52.0,51.0,59860.0,0.0,1.47158,0.00017,0.0,0.0,0.0
YNL287W,15,0.011621307469638397,0.21573024077972117,3.5810834708472397e-05,0.42857142857142855,7.839831401475237,0.0,48.51190476190476,1,0.07914,-0.15444,40.85851,4.99579,128.0,94.0,46645.0,0.0,0.44496,5e-05,0.3167384070100485,0.0,0.5
YPR032W,3,0.001476793737138673,0.19560655056111068,1.7479854356818005e-05,0.0,2.1485355648535567,0.0,0.0,0,0.08809,-0.22633,35.92479,8.56598,104.0,111.0,106090.0,0.0,0.92646,7e-05,0.0,0.0,0.5
YER112W,21,0.012533479621473036,0.2192333678127363,1.3708469549987704e-06,0.0,13.818273092369479,0.5,18.0,1,0.06952,-1.15936,43.47326,9.45306,14.0,19.0,17420.0,0.0,0.81877,0.00044,0.6832615929899515,0.2887195853553551,0.5104470212531401
YDL145C,11,0.00271203811153052,0.19874240875219926,8.140723591940798e-07,0.8,9.961693548387096,0.0,46.46428571428572,1,0.09076,-0.29459,32.11133,5.66119,161.0,134.0,162495.0,0.0,1.19829,4e-05,0.3167384070100485,0.0,0.5
YDR082W,2,0.0020537827517211247,0.1776270352351367,2.2944543139668726e-08,0.0,0.0,0.0,0.0,1,0.11134,-0.35223,34.72551,5.44257,66.0,53.0,82250.0,0.0,1.43019,9e-05,0.6832615929899515,0.0,0.0
YDR289C,1,0.0,0.17713220794431275,2.2894671223988762e-08,0.0,1.0,1.0,0.0,0,0.05623,-0.95061,54.59584,4.75629,85.0,54.0,24535.0,0.0,0.52777,0.0001,0.0,0.0,0.5
YDR452W,1,0.0,0.17713220794431275,2.2894671223988762e-08,0.0,1.0,0.0,0.0,0,0.10831,-0.62374,41.65358,6.42389,105.0,101.0,101355.0,0.0,1.29373,8e-05,0.0,0.0,0.5
YER124C,5,0.0019472022815845735,0.20373407855341727,2.8818666611914944e-07,0.2,3.8799102132435466,0.0,4.4,0,0.08202,-0.28778,34.05654,5.71857,64.0,55.0,64215.0,0.0,1.00339,9e-05,0.0,0.0,0.5
YIL029C,1,0.0,0.17713220794431275,2.2894671223988762e-08,0.0,0.0,0.0,0.0,0,0.16901,0.28239,32.29155,9.98175,3.0,16.0,38430.0,0.0,2.31694,0.0006,0.0,0.0,0.0
YBR108W,1,0.0,0.17454416098506262,1.9540689572848336e-05,0.0,0.0,0.0,0.0,0,0.0528,-1.15576,69.42735,9.25409,88.0,104.0,48835.0,0.0,0.47019,9e-05,0.0,0.0,0.0
YLR438CA,17,0.023443742737846256,0.2152825698999904,0.0015116306794414431,0.03676470588235294,0.0,0.0,6.815789473684211,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YDL240W,2,0.001351380259887266,0.19146451772747083,1.9563331844782334e-05,0.0,1.0,0.0,0.0,0,0.09145,-0.36096,43.40817,8.54144,115.0,128.0,110330.0,0.0,0.94582,7e-05,0.0,0.0,0.5
YJR138W,3,0.0014226496692582493,0.1951804346969316,2.3887292523115285e-05,0.0,2.0,0.0,0.0,0,0.09343,-0.4988,34.35369,8.88727,195.0,216.0,205520.0,0.0,1.12956,5e-05,0.0,0.0,0.5
YLR281C,1,0.0,0.17454416098506262,1.9540689572848336e-05,0.0,0.0,0.0,0.0,0,0.03871,-1.17355,70.83806,10.52362,21.0,38.0,8855.0,0.0,0.48663,0.00058,0.0,0.0,0.0
YMR142C,81,0.007474020708834576,0.2095383448500385,0.11098054526386456,0.9753086419753086,4.902298850574713,0.0,19.066666666666663,0,0.0603,-0.72161,38.80603,11.07745,21.0,46.0,9970.0,0.0,0.44263,0.00049,0.0,0.0,0.5
YOR096W,57,0.012852326004087547,0.18756563041243812,0.006719605156408118,0.9649122807017544,0.0,0.3333333333333333,54.327777777777776,0,0.06316,-0.34947,56.83158,9.83331,22.0,32.0,4470.0,0.0,0.20673,0.00045,0.0,0.0,0.0
YJL110C,3,0.0005421754443145772,0.17930748749243267,2.3468314572236923e-08,0.3333333333333333,2.9837962962962963,1.0,0.8571428571428571,0,0.03811,-0.7775,48.76515,9.33698,57.0,74.0,21190.0,0.0,0.35014,0.00015,0.0,0.0,0.5
YJL155C,1,0.0,0.17713220794431275,2.2894671223988762e-08,0.0,1.0,0.0,0.0,0,0.10619,-0.55442,37.33854,6.39655,66.0,64.0,73395.0,0.0,1.39549,0.00012,0.0,0.0,0.5
YKL209C,2,0.0007662555885306295,0.18588525179218335,4.346602950326584e-06,0.0,1.9929824561403509,0.0,0.0,0,0.09225,0.07837,35.24661,8.26813,119.0,126.0,149820.0,0.0,1.03493,6e-05,0.0,0.0,0.5
YLL032C,1,0.0,0.17713220794431275,2.2894671223988762e-08,0.0,0.0,0.0,0.0,0,0.10061,-0.29794,38.64378,6.784,90.0,88.0,65765.0,0.0,0.69522,7e-05,0.0,0.0,0.0
YLR386W,2,0.0011176741661351806,0.1867128170885964,5.368357350315347e-06,0.0,1.8995157384987893,0.0,0.0,0,0.07614,-0.1625,43.06967,5.31854,115.0,93.0,70845.0,0.0,0.71007,5e-05,0.0,0.0,0.5
YOR195W,3,0.0007945953148347669,0.18703171173776567,3.37028117304149e-08,0.3333333333333333,1.7378048780487805,0.0,8.25,0,0.03776,-1.16541,42.53471,4.81708,175.0,119.0,32110.0,0.0,0.33666,5e-05,0.0,0.0,0.5
YOR219C,1,0.0,0.17713220794431275,2.2894671223988762e-08,0.0,0.0,0.0,0.0,0,0.12997,-0.49882,38.81657,5.62323,118.0,97.0,155050.0,0.0,1.44638,5e-05,0.0,0.0,0.0
YER146W,22,0.021070347772297045,0.19516110990141705,0.0002424037726203974,0.004329004329004329,19.996954314720814,1.0,0.0,1,0.04301,-0.05699,49.00215,4.53656,16.0,8.0,5500.0,0.0,0.52769,0.00044,0.6832615929899515,0.40591527534130006,0.5101494274816262
YCR024C,1,0.0,0.16107928495581533,4.32370827916223e-06,0.0,1.0,0.0,0.0,0,0.11789,-0.38801,41.92994,8.67828,51.0,57.0,74800.0,0.0,1.31727,0.00015,0.0,0.0,0.5
YDL112W,1,0.0,0.16107928495581533,4.32370827916223e-06,0.0,1.0,0.0,0.0,0,0.10724,-0.10884,37.77543,5.73822,183.0,157.0,195285.0,0.0,1.18321,3e-05,0.0,0.0,0.5
YER131W,57,0.0047018147109168,0.18237668486346337,0.006704564744094818,0.9655388471177945,11.848888888888888,0.0,54.327777777777776,0,0.04202,-0.82269,55.88824,10.8996,8.0,31.0,6460.0,0.0,0.48042,0.00081,0.0,0.0,0.5
YFL066C,2,0.00020545060202032195,0.16166056015782107,4.329948526830921e-06,0.0,2.0,0.0,0.0,0,0.08673,-0.07423,35.76355,7.0014,49.0,49.0,46505.0,0.0,1.06107,0.00016,0.0,0.0,0.5
YGR210C,1,0.0,0.16107928495581533,4.32370827916223e-06,0.0,1.0,0.0,0.0,0,0.07543,-0.2219,29.9382,8.40143,51.0,54.0,47035.0,0.0,1.04029,0.00019,0.0,0.0,0.5
YHL008C,1,0.0,0.16107928495581533,4.32370827916223e-06,0.0,1.0,0.0,0.0,0,0.08293,-0.19633,48.46592,7.32135,68.0,68.0,49195.0,0.0,0.70311,0.0001,0.0,0.0,0.5
YIL038C,14,0.0032504020643764754,0.1837880848488869,4.645383867275236e-06,0.7472527472527473,8.509454949944383,0.5,69.22619047619048,0,0.06459,-0.81974,51.77837,5.45831,130.0,111.0,73270.0,0.0,0.77615,6e-05,0.0,0.0,0.5
YJL084C,2,0.0013292837970473534,0.18001161735199198,2.170778293042005e-05,0.0,1.9333333333333333,0.0,0.0,0,0.06883,-0.73107,56.17964,6.4212,124.0,114.0,65250.0,0.0,0.55667,5e-05,0.0,0.0,0.5
YLR058C,1,0.0,0.16107928495581533,4.32370827916223e-06,0.0,1.0,0.0,0.0,0,0.08742,-0.3435,27.27228,6.97589,55.0,54.0,51395.0,0.0,0.98424,0.00013,0.0,0.0,0.5
YOR201C,1,0.0,0.16107928495581533,4.32370827916223e-06,0.0,1.0,0.0,0.0,0,0.08738,-0.36456,38.21289,9.2254,42.0,53.0,37860.0,0.0,0.81618,0.0002,0.0,0.0,0.5
YPR010C,15,0.0037246074022617387,0.17899811205996297,5.072494632169322e-06,0.7523809523809524,12.263265306122449,0.5,25.261507936507936,1,0.09227,-0.39061,38.80184,7.56122,138.0,139.0,130260.0,0.0,0.95963,6e-05,0.3167384070100485,0.19390444008233815,0.5079059057780284
YDR378C,6,0.0015885512962734705,0.16005905075146667,4.12538193959097e-07,0.0,1.3238709677419356,0.3333333333333333,0.0,1,0.0814,-0.15233,36.77907,5.69989,9.0,8.0,4470.0,0.0,0.47566,0.00061,0.6832615929899515,0.2240360033604539,0.5846139876239531
YGL251C,1,0.0,0.1363913098536059,6.273720098227822e-09,0.0,0.0,1.0,0.0,0,0.08509,-0.41853,44.02243,7.68304,148.0,150.0,107420.0,0.0,0.79529,6e-05,0.0,0.0,0.0
YJL139C,1,0.0,0.1363913098536059,6.273720098227822e-09,0.0,0.0,0.0,0.0,0,0.17056,-0.54042,51.8568,5.13202,66.0,50.0,99545.0,0.0,1.95818,0.0001,0.0,0.0,0.0
