protein,degree,betweenness,closeness,eigenvector,clustering,OS,P_Ci,GO_Nb,essential,phys_1,phys_2,phys_3,phys_4,phys_5,phys_6,phys_7,phys_8,phys_9,phys_10,N_c,Sim_Loc,Ortho_Sim_Loc
YDR419W,11,2.0601272529036652e-05,0.2922156844562786,0.0172544656114028,0.01818181818181818,10.419778002018164,1.0,0.875,0,0.08703,-0.40348,30.86218,8.52545,83.0,91.0,74435.0,0.0,1.04084,0.00012,0.0,0.0,0.5
YER059W,19,0.0007016515862733145,0.30870795598813017,0.01894346944086587,0.05847953216374269,14.054490413723512,0.5,115.25,0,0.06429,-0.71095,45.0155,5.8266,51.0,45.0,24005.0,0.0,0.51067,0.00012,0.0,0.0,0.5
YER173W,43,0.0005291185133477587,0.3176321875039529,0.06510119236620188,0.06755260243632337,41.08467741935484,1.0,130.79761904761904,0,0.08346,-0.61684,50.50379,6.00421,92.0,84.0,71165.0,0.0,0.93977,8e-05,0.0,0.0,0.5
YGL131C,7,2.3538308989220993e-05,0.28400012049015716,0.010785011310414056,0.047619047619047616,6.495356037151703,0.5,3.5782828282828287,0,0.10763,-0.65681,42.66125,8.83661,172.0,207.0,207850.0,0.0,1.27358,5e-05,0.0,0.0,0.5
YGL163C,25,0.0002740620093152797,0.31195629946375397,0.04342131281998669,0.02666666666666667,23.963709677419356,1.0,23.121428571428574,0,0.0657,-0.57617,40.18853,9.14935,111.0,134.0,76385.0,0.0,0.75069,9e-05,0.0,0.0,0.5
YGR123C,17,0.00105063518618663,0.29543782803746405,0.014480697804015001,0.014705882352941176,15.092573753814852,1.0,9.666666666666666,0,0.10721,-0.44795,31.24487,7.59369,65.0,66.0,35965.0,0.0,0.62015,0.00013,0.0,0.0,0.5
YJL044C,8,0.0003621390049527998,0.28487207901338146,0.007359401301264763,0.03571428571428571,3.2497492477432295,0.0,1.5,0,0.09825,-0.36507,34.68105,5.83636,67.0,56.0,74215.0,0.0,1.3791,0.00011,0.0,0.0,0.5
YJL087C,5,9.055879454147349e-05,0.28573311238593396,0.00569047272271609,0.1,2.2606473594548553,0.0,2.011111111111111,1,0.09553,-0.51644,32.52527,8.02631,118.0,122.0,109315.0,0.0,1.14663,8e-05,0.13471888792096168,0.0,0.5
YJL106W,36,0.0017209859179822657,0.32878339298427406,0.0495143735942744,0.047619047619047616,31.56451612903226,0.0,89.1,0,0.08527,-0.48186,44.35457,5.18427,92.0,61.0,55195.0,0.0,0.75002,7e-05,0.0,0.0,0.5
YJL180C,3,0.00012938668497915795,0.28387139522307947,0.003884771932365182,0.3333333333333333,2.4607843137254903,0.0,2.0,0,0.05846,-0.25169,30.74372,8.89337,38.0,43.0,29950.0,0.0,0.81934,0.00024,0.0,0.0,0.5
YKL193C,26,0.00039748871841039583,0.3109881525471636,0.03043778616303946,0.046153846153846156,24.632056451612904,1.0,20.0,1,0.05325,-0.48047,37.48494,5.33807,54.0,42.0,21555.0,0.0,0.5543,0.00014,0.13471888792096168,0.1187244606175494,0.5024099583575324
YKL215C,3,9.806416205679606e-07,0.2716509502107652,0.004866520881579862,0.0,2.5128998968008256,0.0,0.0,0,0.07854,-0.20132,32.09526,6.31854,152.0,142.0,97900.0,0.0,0.69716,4e-05,0.0,0.0,0.5
YLL019C,37,0.0011847000705329542,0.32509279299814126,0.041276785519412565,0.025525525525525526,32.390120967741936,0.0,18.08452380952381,0,0.08277,-0.55522,48.58848,8.742,80.0,89.0,80800.0,0.0,0.96372,0.0001,0.0,0.0,0.5
YLR186W,19,0.00029035972998953406,0.30459785553452207,0.02599313081146951,0.05263157894736842,15.880266075388027,0.5,12.50338827838828,1,0.04762,-0.17897,40.30913,8.65411,31.0,35.0,13700.0,0.0,0.49113,0.00031,0.13471888792096168,0.10612484556922272,0.5033414064054538
YLR222C,29,0.0017494730211000615,0.31361605694087086,0.02835712821143673,0.054187192118226604,22.818548387096776,0.5,28.42867965367965,1,0.06854,-0.19412,38.35681,5.22369,109.0,82.0,109915.0,0.0,1.20745,6e-05,0.13471888792096168,0.10612484556922272,0.5023254074660866
YLR238W,11,0.00026984304539365837,0.30734450531759006,0.01853652186971648,0.2727272727272727,10.216132368148914,0.0,35.761147186147184,0,0.06276,-0.6841,42.84184,9.1358,61.0,72.0,17015.0,0.0,0.31456,0.00017,0.0,0.0,0.5
YLR320W,11,0.0004423367799238535,0.29382653798307257,0.015230625685987414,0.0,8.02116935483871,0.5,0.0,0,0.10179,-0.34952,47.42016,5.84222,201.0,177.0,136915.0,0.0,0.81652,3e-05,0.0,0.0,0.5
YLR340W,23,0.001072723535483846,0.3043758049746281,0.021337032844959268,0.015810276679841896,19.698284561049444,0.0,5.866666666666666,1,0.08013,0.01987,45.17564,4.75006,44.0,28.0,18910.0,0.0,0.56085,0.00014,0.13471888792096168,0.0,0.5
YMR284W,25,0.0005785178124331935,0.31033323788710765,0.047538817603472755,0.12,24.013091641490433,0.5,59.77119547119546,0,0.12458,-0.59086,41.85821,6.00726,95.0,89.0,63650.0,0.0,0.90096,9e-05,0.0,0.0,0.5
YNL012W,10,0.0001753584081620762,0.29542040835420713,0.01550899121690322,0.0,8.553985872855701,0.6666666666666666,0.0,0,0.12044,-0.26672,40.95442,8.36981,74.0,79.0,67615.0,0.0,0.93667,0.00012,0.0,0.0,0.5
YNL061W,61,0.002963697081916494,0.32706639635011114,0.04527343000718,0.12295081967213115,56.952952952952955,0.5,233.02380952380952,1,0.06958,-0.73786,44.15728,4.95441,122.0,90.0,30215.0,0.0,0.43281,7e-05,0.8652811120790382,0.3168875275661712,0.5027820113895406
YNL090W,16,0.00019489435875163336,0.3011558649809072,0.02088699651707391,0.025,12.8788522848034,0.0,11.583333333333332,0,0.08854,-0.12969,32.95052,5.3537,29.0,25.0,22180.0,0.0,1.03266,0.00025,0.0,0.0,0.5
YNL113W,26,0.0007818699981029385,0.3166685707045477,0.03436641629743461,0.11692307692307692,25.095625635808748,0.5,83.87619047619046,1,0.04225,-0.81197,52.2,4.315,34.0,14.0,4720.0,0.0,0.29225,0.00027,0.13471888792096168,0.10612484556922272,0.5021144092422585
YNL182C,21,0.000686527362502876,0.3171898028416911,0.02623250750172909,0.11428571428571428,19.817356205852676,1.0,24.6743672993673,1,0.06847,-0.29027,34.27353,5.48785,65.0,52.0,44570.0,0.0,0.72152,9e-05,0.13471888792096168,0.1187244606175494,0.5029954666854726
YNL311C,27,0.0005410861598869899,0.310237159485285,0.03178374582209869,0.02849002849002849,26.322255790533735,0.0,17.484325478443125,0,0.10747,-0.41533,48.24159,6.49786,96.0,92.0,79575.0,0.0,0.89469,7e-05,0.0,0.0,0.5
YNL315C,3,1.283125060989394e-05,0.2711951353552018,0.005442484771889968,0.3333333333333333,1.7848101265822784,0.0,2.333333333333333,0,0.08491,-0.63711,49.52836,9.08466,38.0,44.0,32680.0,0.0,0.88682,0.00025,0.0,0.0,0.5
YOR386W,10,0.0002140239598418777,0.29446547902952414,0.019705618091286906,0.022222222222222223,8.884072580645162,0.5,3.5,0,0.12743,-0.53504,39.17896,9.21869,60.0,78.0,135315.0,0.0,2.04178,0.00014,0.0,0.0,0.5
YPL164C,15,7.716241459473026e-05,0.29857160632187313,0.028123920125606692,0.0380952380952381,14.075604838709678,1.0,12.3,0,0.08671,-0.27399,47.51722,9.03705,81.0,99.0,75230.0,0.0,0.91744,0.00011,0.0,0.0,0.5
YPL271W,3,5.4364785382284784e-05,0.28946386999175877,0.0063223851418299625,0.3333333333333333,2.4669811320754715,0.0,1.75,0,0.09677,-0.37258,50.63403,9.77448,3.0,7.0,11460.0,0.0,1.69967,0.00145,0.0,0.0,0.5
YPR020W,8,0.0004020419165473031,0.2867469882497197,0.006577654739284513,0.10714285714285714,4.638477801268499,0.0,4.6,0,0.11304,-0.14348,31.09748,9.8172,5.0,16.0,15025.0,0.0,1.16284,0.00076,0.0,0.0,0.5
YPR111W,34,0.0008565147284810429,0.322872156572197,0.050794497473184375,0.07130124777183601,30.89717741935484,0.0,151.94612193362192,1,0.11525,-0.6672,48.65945,8.67792,79.0,85.0,69970.0,0.0,1.0621,0.00013,0.13471888792096168,0.0,0.5
YBL100C,1,0.0,0.19079703448923657,6.813656641048924e-06,0.0,0.0,0.0,0.0,0,0.07692,0.56923,43.36452,7.54181,10.0,11.0,5220.0,0.0,0.46399,0.00067,0.0,0.0,0.0
YJL070C,7,0.0009640369909875242,0.23622489984381673,0.00027183812374559515,0.0,1.70752688172043,0.0,0.0,0,0.14189,-0.50372,43.15973,5.28888,124.0,101.0,173930.0,0.0,1.66819,5e-05,0.0,0.0,0.5
YGR161W-B,2,0.000195442938518955,0.1964912398794993,1.665406626778056e-05,0.0,0.0,0.5,0.0,0,0.08249,-0.6935,45.3769,8.12042,201.0,206.0,206555.0,0.0,1.02236,4e-05,0.0,0.0,0.0
YJL162C,2,7.1291420382696e-07,0.20946196177622714,4.297763389986884e-05,0.0,1.463768115942029,0.5,0.0,0,0.07719,-1.03756,60.57566,7.98041,87.0,89.0,45560.0,0.0,0.67608,0.00012,0.0,0.0,0.5
YBL101C,4,0.005166024166974887,0.2753836498673932,0.002940666131158398,0.0,2.655210643015521,0.0,0.0,0,0.06804,-0.65139,48.63099,6.43085,132.0,125.0,69525.0,0.0,0.56246,5e-05,0.0,0.0,0.5
YER125W,62,0.011936201494659144,0.3375096076582925,0.03141270839506131,0.03913273400317292,56.2058526740666,0.5,65.06061643035326,1,0.10136,-0.678,40.1078,6.24396,104.0,97.0,113720.0,0.0,1.23858,7e-05,0.8652811120790382,0.3168875275661712,0.5028189904831066
YOL122C,1,0.0,0.21555369668247085,7.25158588657435e-05,0.0,0.0,0.0,0.0,0,0.09043,0.4047,40.88643,6.15594,52.0,47.0,61695.0,0.0,0.97521,0.0001,0.0,0.0,0.0
YBL102W,7,0.0004038992265548116,0.261950652255312,0.0007142853950534429,0.047619047619047616,2.7177033492822966,0.0,2.6666666666666665,1,0.13953,0.2893,47.13023,9.09552,13.0,18.0,31565.0,0.0,1.30036,0.00037,0.13471888792096168,0.0,0.5
YFL058W,1,0.0,0.20723539420471326,1.8743285137649328e-05,0.0,0.0,0.0,0.0,0,0.10882,-0.31647,35.00294,8.17523,42.0,45.0,53050.0,0.0,1.37466,0.00021,0.0,0.0,0.0
YGR068C,5,5.605123308632429e-05,0.2724634360589131,0.0016813472303725105,0.1,2.229229229229229,0.0,17.0,0,0.07167,-0.35154,46.94044,8.49115,62.0,66.0,45560.0,0.0,0.69583,0.00013,0.0,0.0,0.5
YBL103C,19,0.0014567188748864008,0.29711973703892264,0.008132117689219768,0.05847953216374269,16.265199161425578,1.0,9.444444444444445,0,0.06173,-0.82449,54.65947,5.52606,63.0,46.0,29340.0,0.0,0.54194,0.0001,0.0,0.0,0.5
YDR212W,27,0.0006159898666063265,0.30901258947128113,0.02400749999900309,0.045584045584045586,23.32732732732733,0.0,63.5,1,0.03578,-0.03506,40.3746,6.08392,73.0,68.0,12920.0,0.0,0.21362,0.0001,0.13471888792096168,0.0,0.5
YDR448W,34,0.001639595050203372,0.29754321074216716,0.00779392772435987,0.2014260249554367,25.758130081300813,1.0,98.35561938061942,0,0.09677,-0.73986,48.79194,6.22772,66.0,61.0,53300.0,0.0,1.05401,0.00012,0.0,0.0,0.5
YFR021W,24,0.0008331556688258778,0.3127546894935926,0.015195838937196279,0.05434782608695652,14.573306370070778,0.0,20.349206349206348,0,0.076,-0.2526,45.89062,5.32733,59.0,46.0,27320.0,0.0,0.49581,0.0001,0.0,0.0,0.5
YHR099W,42,0.0021049201637671545,0.3071184335961354,0.010626867059901467,0.14285714285714285,15.383227176220807,1.0,100.99666289163194,1,0.1023,-0.1636,43.71458,6.11237,452.0,410.0,423825.0,0.0,0.97842,1e-05,0.13471888792096168,0.1187244606175494,0.5038588931716835
YIR023W,5,0.00017292640467816864,0.28487207901338146,0.0032583515722028394,0.2,2.702970297029703,1.0,1.2,0,0.0701,-0.63361,52.49249,8.22809,82.0,86.0,100530.0,0.0,0.92083,8e-05,0.0,0.0,0.5
YJR066W,28,0.0008067676686905757,0.300073673455552,0.012285615280119943,0.10846560846560846,16.7196261682243,0.0,32.93214285714286,0,0.08138,-0.16818,41.00398,6.81122,284.0,276.0,315115.0,0.0,1.12086,2e-05,0.0,0.0,0.5
YML091C,9,5.68183163400549e-05,0.27964112997082957,0.0039039808227324074,0.2222222222222222,3.9079079079079078,0.0,0.0,1,0.11647,-0.3401,40.70751,6.31696,139.0,131.0,115920.0,0.0,0.83188,5e-05,0.13471888792096168,0.0,0.5
YMR033W,4,3.593539548607721e-06,0.2420332411809745,0.0004490725599246371,0.5,2.397796817625459,1.0,0.0,1,0.08779,-0.36338,38.86747,5.02863,68.0,50.0,52870.0,0.0,0.99617,9e-05,0.13471888792096168,0.1187244606175494,0.5247569893630776
YNL006W,26,0.000773177427559225,0.312540086437986,0.018978998677685092,0.13538461538461538,22.347782258064516,0.0,42.89603174603175,1,0.07591,-0.45017,34.78581,6.02789,36.0,28.0,62295.0,0.0,1.8304,0.00018,0.13471888792096168,0.0,0.5
YNL076W,11,0.00010366239240669579,0.2816849455044331,0.00518453819820673,0.18181818181818182,9.012154696132598,1.0,0.0,0,0.05993,-1.03031,57.26389,9.35626,64.0,77.0,34630.0,0.0,0.52756,0.00014,0.0,0.0,0.5
YNL098C,7,1.7456119664173935e-05,0.258637731038992,0.0015234122965721297,0.19047619047619047,3.081081081081081,0.0,2.906746031746032,0,0.04969,-0.71988,39.45593,6.76678,35.0,35.0,18130.0,0.0,0.52241,0.00019,0.0,0.0,0.5
YNR023W,8,3.05694387894019e-05,0.2593070140610368,0.0012815517517028392,0.2857142857142857,4.306306306306307,1.0,2.0,0,0.0636,-0.62615,41.19772,5.47186,79.0,64.0,38640.0,0.0,0.60498,9e-05,0.0,0.0,0.5
YOL067C,2,0.0,0.24287799339218347,0.0005037386483757013,1.0,1.0,1.0,0.0,0,0.0565,-0.70113,21.36045,5.89178,22.0,21.0,9065.0,0.0,0.47671,0.00031,0.0,0.0,0.5
YBL104C,9,8.59493484857054e-05,0.2848882768913034,0.007677570685849768,0.027777777777777776,8.647179487179487,0.0,6.333333333333333,0,0.08863,-0.55934,39.54701,5.76593,137.0,121.0,166975.0,0.0,1.41944,5e-05,0.0,0.0,0.5
YDR316W,11,0.0006939209586893932,0.29209643360854387,0.009560619697972629,0.0,9.750528541226215,0.0,0.0,0,0.0913,-0.81168,50.0272,9.42499,75.0,96.0,49110.0,0.0,0.88346,0.00017,0.0,0.0,0.5
YNL054W,3,1.3177324613145582e-05,0.2614176210835517,0.0008262694672111968,0.0,2.9774358974358974,0.0,0.0,0,0.04979,-0.89545,46.08742,5.5899,139.0,106.0,50240.0,0.0,0.39207,4e-05,0.0,0.0,0.5
YBR045C,6,8.392647688316234e-06,0.27296813542290127,0.0037334581783110663,0.2,3.5079908675799087,0.0,8.8,0,0.08294,-0.99984,50.31772,5.07428,118.0,90.0,43540.0,0.0,0.59356,7e-05,0.0,0.0,0.5
YGL022W,8,4.1500912497501854e-05,0.25552479221171726,0.0008106142962959967,0.6071428571428571,2.4148230088495577,0.5,2.083333333333333,1,0.1546,0.32368,31.91485,8.02448,62.0,64.0,171255.0,0.0,2.10057,0.0001,0.13471888792096168,0.10612484556922272,0.5219736281251894
YGR254W,67,0.00379325814039684,0.33308935817626334,0.06346889049722308,0.029850746268656716,63.60201005025126,0.0,84.15873015873015,0,0.06865,-0.17963,31.29634,6.15509,56.0,51.0,41035.0,0.0,0.87653,0.00013,0.0,0.0,0.5
YOR231W,16,0.0007052671736895334,0.31071814732944825,0.013957183560900569,0.06666666666666667,9.898566703417861,0.0,13.465873015873017,0,0.08071,-0.50472,48.54195,8.45587,55.0,59.0,59205.0,0.0,1.04382,0.00015,0.0,0.0,0.5
YCL017C,5,1.8874095138569643e-05,0.25268963716397785,0.0010182904457856454,0.0,2.3849607182940518,0.0,0.0,1,0.07042,-0.24728,34.03024,8.35101,55.0,58.0,42580.0,0.0,0.78177,0.00015,0.13471888792096168,0.0,0.5
YHR098C,8,0.0004796089349876558,0.29634649113901657,0.005125748043766975,0.07142857142857142,3.7171314741035855,0.25,0.0,1,0.08827,-0.22853,42.31565,5.86542,94.0,80.0,72850.0,0.0,0.70082,6e-05,0.13471888792096168,0.08754371838161408,0.5117757091713746
YHR161C,9,0.00015857143850849098,0.26844889228929236,0.002575350995819171,0.1111111111111111,0.0,0.0,0.0,0,0.0832,-0.60879,47.60192,6.53058,54.0,50.0,45855.0,0.0,0.6399,9e-05,0.0,0.0,0.0
YIL033C,16,0.0006422495133521338,0.3019362495894512,0.012033374155052094,0.09166666666666666,12.26202661207779,0.3333333333333333,17.197005772005774,0,0.09135,-0.68846,52.11065,7.71136,54.0,55.0,29130.0,0.0,0.61692,0.00016,0.0,0.0,0.5
YOR197W,9,0.0007297776654493558,0.29429251839573295,0.003082425592129165,0.027777777777777776,5.877061469265367,0.5,0.0,0,0.09028,-0.70833,42.01713,5.16449,41.0,31.0,50115.0,0.0,1.04446,0.00011,0.0,0.0,0.5
YPL174C,15,0.0006982751778867404,0.2975608816775955,0.004053860590658816,0.06666666666666667,6.860786397449521,0.0,29.0,0,0.06567,-0.48445,43.6324,5.62201,133.0,116.0,57270.0,0.0,0.57105,6e-05,0.0,0.0,0.5
YBL107C,1,0.0,0.2095232771165204,3.1287608187207946e-05,0.0,0.0,0.0,0.0,0,0.08163,-0.97806,36.96276,6.62994,30.0,30.0,24700.0,0.0,1.07553,0.00029,0.0,0.0,0.0
YBL108W,1,0.0,0.2475581859621203,0.001768976189590092,0.0,0.0,0.0,0.0,0,0.13861,0.23762,52.26634,8.67596,8.0,12.0,17960.0,0.0,1.54008,0.00074,0.0,0.0,0.0
YBL112C,1,0.0,0.259993260634495,0.0029698603707016187,0.0,1.0,0.0,0.0,0,0.05714,-0.14381,48.2239,9.38568,11.0,17.0,19980.0,0.0,1.66859,0.00078,0.0,0.0,0.5
YBL113C,1,0.0,0.00019638648860958367,9.445535173122289e-13,0.0,0.0,0.0,0.0,0,0.06439,-0.63144,32.90948,6.47345,82.0,79.0,83780.0,0.0,0.96326,7e-05,0.0,0.0,0.0
YLR348C,1,0.0,0.00019638648860958367,9.445535173122289e-13,0.0,0.0,0.0,0.0,0,0.10403,-0.01208,29.45067,9.64923,22.0,36.0,41745.0,0.0,1.26534,0.00029,0.0,0.0,0.0
YBR001C,3,7.846166859212656e-06,0.2716509502107652,0.0023851460333224176,0.0,1.9058971141781682,0.0,0.0,0,0.12051,-0.54397,42.26799,6.05316,105.0,95.0,138395.0,0.0,1.54324,7e-05,0.0,0.0,0.5
YHR102W,22,0.0018366126468631965,0.3016635634708503,0.012173964627771539,0.017316017316017316,11.213197969543147,0.0,9.987768440709615,1,0.05463,-0.61037,43.90972,8.12189,103.0,106.0,71710.0,0.0,0.61259,7e-05,0.13471888792096168,0.0,0.5
YBR004C,1,0.0,0.22068050236466494,0.00015839977574585363,0.0,0.0,0.5,0.0,1,0.19861,0.42633,38.38596,9.51532,19.0,39.0,118230.0,0.0,2.32928,0.00019,0.13471888792096168,0.10612484556922272,0.5
YLR082C,7,0.00023437829438547326,0.2838070763389233,0.006437508568674066,0.14285714285714285,5.245033112582782,0.5,0.0,0,0.06633,-0.72551,41.13112,7.67609,60.0,61.0,34295.0,0.0,0.75976,0.00017,0.0,0.0,0.5
YBR006W,2,1.9055579459847777e-06,0.2375802610691523,0.0002033561952109407,0.0,1.0,0.0,0.0,0,0.09054,-0.05292,30.2795,6.24078,55.0,52.0,48705.0,0.0,0.89881,0.00012,0.0,0.0,0.5
YKL023W,11,0.0004397241635783138,0.28464550197064836,0.002896046058674019,0.0,2.8890052356020943,0.0,0.0,0,0.02527,-1.52383,70.32563,9.01862,56.0,62.0,8730.0,0.0,0.27034,0.00028,0.0,0.0,0.5
YBR007C,1,0.0,0.2519526363113423,0.0019987588864883274,0.0,1.0,0.0,0.0,0,0.06929,-0.91033,45.63057,9.27472,83.0,105.0,56030.0,0.0,0.68051,0.00011,0.0,0.0,0.5
YBR008C,1,0.0,0.25429275367646315,0.0006569427255770963,0.0,0.0,0.0,0.0,0,0.14781,0.41022,40.52064,5.9682,45.0,40.0,100085.0,0.0,1.62401,0.0001,0.0,0.0,0.0
YBR010W,19,0.00024047395976190865,0.2860920530855566,0.009519272113480096,0.10526315789473684,17.797101449275363,0.0,19.25966386554622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
YCR084C,21,0.0006845075307957094,0.30262926586659533,0.01894692056144636,0.0380952380952381,18.388496468213926,1.0,8.141443850267379,0,0.0547,-0.62791,45.80238,5.43231,79.0,63.0,63675.0,0.0,0.81315,7e-05,0.0,0.0,0.5
YDR224C,24,0.00047736493570924645,0.2975608816775955,0.011173891250783967,0.07246376811594203,20.65765765765766,0.5,25.500000000000004,1,0.05344,-0.7,37.24046,10.09955,11.0,26.0,7450.0,0.0,0.52273,0.00071,0.13471888792096168,0.10612484556922272,0.5025686563144753
YDR477W,49,0.0013758080087016328,0.3241044133312215,0.03976926115249667,0.050170068027210885,41.75935288169869,0.25,100.87994227994228,0,0.07899,-0.56888,52.26746,6.17572,83.0,70.0,73270.0,0.0,1.01701,9e-05,0.0,0.0,0.5
YGL194C,8,9.1245872381891e-06,0.2599662805835808,0.0016811618050235613,0.6785714285714286,8.0,1.0,19.143939393939394,0,0.10841,-0.38916,37.27923,4.99799,67.0,42.0,46270.0,0.0,0.89924,0.0001,0.0,0.0,0.5
YJL081C,18,0.0001788051655697691,0.29559469768066976,0.010785912882879566,0.3202614379084967,9.874356333676623,1.0,70.90158730158731,1,0.08589,-0.49121,46.03538,5.34442,68.0,57.0,74215.0,0.0,1.35352,0.0001,0.13471888792096168,0.1187244606175494,0.5060117569492929
YJL168C,4,0.00013899182977832617,0.25187664014112976,0.0009087686529786123,0.0,2.022532188841202,0.5,0.0,0,0.07776,-0.75839,54.68228,8.70294,111.0,123.0,59425.0,0.0,0.70358,0.0001,0.0,0.0,0.5
YKR029C,10,5.897282104974186e-05,0.2642161116747009,0.002190347051724246,0.35555555555555557,9.363920750782064,0.0,16.40021645021645,0,0.06924,-0.84008,47.32173,8.89532,102.0,116.0,77375.0,0.0,0.90519,0.0001,0.0,0.0,0.5
YPL209C,9,0.0004089048291557311,0.2814792205442333,0.0028884514524424166,0.1388888888888889,2.943030303030303,0.25,5.0,1,0.08719,-0.66431,54.81717,9.72296,41.0,64.0,50225.0,0.0,1.16951,0.00023,0.13471888792096168,0.08754371838161408,0.5148730575916045
YBR011C,21,0.00033049018336975765,0.2998761147765952,0.016691714730167534,0.01904761904761905,18.744659206510683,0.0,14.75,1,0.09756,-0.51777,23.5892,5.36371,43.0,35.0,49515.0,0.0,1.53301,0.00017,0.13471888792096168,0.0,0.5
YDR129C,14,0.00013656177950033653,0.3017725787922275,0.01871297076486723,0.15384615384615385,12.664292980671414,0.0,18.21198830409357,0,0.06698,-0.28084,38.28006,5.30316,92.0,74.0,66390.0,0.0,0.92502,7e-05,0.0,0.0,0.5
YGL100W,30,0.0007699034143060578,0.30979596399476617,0.022630516564780875,0.052873563218390804,26.632426988922457,0.2,39.71428571428572,0,0.08596,-0.45673,54.09802,5.31378,50.0,37.0,80410.0,0.0,2.05535,0.00014,0.0,0.0,0.5
YJR062C,16,5.841447522748632e-05,0.2990349224522443,0.023860815363618507,0.03333333333333333,15.427850655903129,0.0,20.75,0,0.10941,-0.38534,33.70875,5.08722,65.0,51.0,59205.0,0.0,1.14083,0.0001,0.0,0.0,0.5
YKL108W,22,0.0004254482307529768,0.3202307379322097,0.0214587982003944,0.047619047619047616,18.59375,1.0,26.09523809523809,1,0.0596,-1.05894,63.47638,9.05511,75.0,83.0,26150.0,0.0,0.50028,0.00017,0.13471888792096168,0.1187244606175494,0.5031925905376148
YLR371W,11,0.00022453550383064527,0.27990671093225433,0.005313665560916957,0.03636363636363636,7.915237134207871,0.0,7.333333333333333,1,0.08333,-0.55605,48.91911,9.2641,135.0,168.0,108915.0,0.0,0.71376,6e-05,0.13471888792096168,0.0,0.5
YLR425W,8,0.00033384082400043734,0.3006137952653358,0.006983962510626218,0.03571428571428571,6.83854818523154,0.0,8.371212121212121,0,0.10406,-0.3948,46.25035,6.41241,165.0,157.0,140925.0,0.0,0.9451,4e-05,0.0,0.0,0.5
YMR267W,4,2.053768399145934e-06,0.25835766130497356,0.0024471437132483134,0.0,3.2154963680387407,0.0,0.0,0,0.09355,-0.53,33.28065,7.08649,40.0,40.0,49890.0,0.0,1.4025,0.0002,0.0,0.0,0.5
YNL180C,11,7.623478869064551e-05,0.28216084505757466,0.009942316563725243,0.01818181818181818,8.765143464399575,0.0,0.0,0,0.06344,-0.83082,42.60937,8.67841,40.0,45.0,29630.0,0.0,0.80478,0.00024,0.0,0.0,0.5
YPL066W,3,6.329287275396336e-06,0.24513577600114256,0.0006158922852570526,0.0,2.398505603985056,0.0,0.0,0,0.10021,-0.48998,51.46058,9.42657,39.0,56.0,33070.0,0.0,0.60245,0.00017,0.0,0.0,0.5
YPL111W,14,0.0015397487812349728,0.3059369924703763,0.011961656461508168,0.054945054945054944,12.3709167544784,0.0,13.666666666666668,0,0.06006,-0.03333,28.74414,5.38226,41.0,30.0,33640.0,0.0,0.94331,0.00015,0.0,0.0,0.5
YBR012C,1,0.0,0.00019638648860958367,9.445535173122289e-13,0.0,0.0,0.0,0.0,0,0.1223,-0.60432,41.16842,6.26984,15.0,14.0,28140.0,0.0,1.75145,0.00039,0.0,0.0,0.0
YPL221W,1,0.0,0.00019638648860958367,9.445535173122289e-13,0.0,0.0,0.5,0.0,0,0.13115,0.11286,40.03874,8.29962,66.0,71.0,138475.0,0.0,1.55085,9e-05,0.0,0.0,0.0
YBR012W-B,3,7.962990359227593e-05,0.25014129434285337,0.0006329078012476086,0.0,1.3169014084507042,0.5,0.0,0,0.082,-0.63491,46.25013,8.59955,189.0,202.0,193605.0,0.0,0.97354,4e-05,0.0,0.0,0.5
YLR116W,19,0.0005660837740002475,0.27147432410529654,0.0024811023382510003,0.04093567251461988,3.518390804597701,1.0,0.0,1,0.06303,-0.82899,61.47899,9.72284,44.0,69.0,27485.0,0.0,0.51826,0.00018,0.13471888792096168,0.1187244606175494,0.5168719831325168
YBR013C,1,0.0,0.1495353108603639,3.801319471733726e-08,0.0,0.0,0.0,0.0,0,0.10853,0.02868,41.53574,6.69196,8.0,8.0,14035.0,0.0,0.96917,0.00046,0.0,0.0,0.0
YGR292W,4,0.000586328815556865,0.1760728888700925,1.3280234465122006e-06,0.0,0.0,0.0,0.0,0,0.14897,-0.66729,30.14781,5.47406,88.0,72.0,149365.0,0.0,2.19353,8e-05,0.0,0.0,0.0
YBR014C,5,0.0006078087538541791,0.2860430535331898,0.002772984832597032,0.0,4.648730964467005,0.0,0.0,0,0.07389,-0.43695,41.81823,5.63666,27.0,21.0,14565.0,0.0,0.64547,0.00025,0.0,0.0,0.5
YBR101C,14,0.000994990950405959,0.2916713311030011,0.004670074644705552,0.0,12.282233502538071,0.0,0.0,0,0.05862,-0.24241,46.20693,4.92084,45.0,33.0,20190.0,0.0,0.61925,0.00015,0.0,0.0,0.5
YBR015C,1,0.0,0.21575790740191855,0.00019802629219670294,0.0,1.0,0.0,0.0,0,0.12395,-0.41709,30.13792,5.87714,82.0,74.0,76515.0,0.0,1.12899,9e-05,0.0,0.0,0.5
YBR120C,3,3.3562355721079154e-05,0.26107707392461843,0.0036891006438311297,0.0,2.1032702237521517,0.0,0.0,0,0.07407,-0.67963,33.27963,9.89752,19.0,32.0,8940.0,0.0,0.47863,0.00053,0.0,0.0,0.5
